20,select * from PhotoObj where objId=#
2019-01-29 00:21:00,1
2019-01-29 00:25:00,1
2019-01-29 00:27:00,1
2019-01-29 02:23:00,1
2019-01-29 03:59:00,1
2019-01-29 05:13:00,1
2019-01-29 08:11:00,1
2019-01-29 08:55:00,1
2019-01-29 10:40:00,1
2019-01-29 12:26:00,1
2019-01-29 12:41:00,1
2019-01-29 12:50:00,1
2019-01-29 15:19:00,1
2019-01-29 16:28:00,1
2019-01-29 16:58:00,1
2019-01-29 18:32:00,1
2019-01-29 19:25:00,1
2019-01-29 20:36:00,1
2019-01-29 23:28:00,1
2019-01-29 23:58:00,1
