4689,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-29 18:30:00,15
2019-01-29 18:32:00,5
2019-01-29 18:33:00,45
2019-01-29 18:35:00,25
2019-01-29 18:38:00,31
2019-01-29 18:39:00,29
2019-01-29 18:40:00,15
2019-01-29 18:41:00,5
2019-01-29 18:44:00,6
2019-01-29 18:45:00,44
2019-01-29 18:46:00,10
2019-01-29 18:47:00,20
2019-01-29 18:48:00,15
2019-01-29 18:49:00,15
2019-01-29 18:51:00,25
2019-01-29 18:52:00,16
2019-01-29 18:53:00,14
2019-01-29 18:54:00,20
2019-01-29 18:55:00,20
2019-01-29 18:56:00,13
2019-01-29 18:57:00,12
2019-01-29 18:58:00,17
2019-01-29 18:59:00,3
2019-01-29 19:02:00,10
2019-01-29 19:03:00,40
2019-01-29 19:07:00,50
2019-01-29 19:08:00,15
2019-01-29 19:09:00,20
2019-01-29 19:10:00,15
2019-01-29 19:11:00,15
2019-01-29 19:12:00,10
2019-01-29 19:13:00,15
2019-01-29 19:17:00,45
2019-01-29 19:18:00,10
2019-01-29 19:19:00,20
2019-01-29 19:21:00,24
2019-01-29 19:22:00,26
2019-01-29 19:23:00,15
2019-01-29 19:24:00,15
2019-01-29 19:25:00,22
2019-01-29 19:26:00,19
2019-01-29 19:27:00,4
2019-01-29 19:29:00,7
2019-01-29 19:30:00,43
2019-01-29 19:31:00,15
2019-01-29 19:32:00,20
2019-01-29 19:33:00,20
2019-01-29 19:36:00,32
2019-01-29 19:37:00,23
