4689,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-29 11:11:00,1
2019-01-29 11:53:00,1
2019-01-29 11:54:00,1
2019-01-29 11:56:00,1
2019-01-29 11:58:00,1
2019-01-29 12:01:00,1
2019-01-29 12:02:00,1
2019-01-29 12:03:00,2
2019-01-29 12:04:00,1
2019-01-29 12:06:00,1
2019-01-29 12:08:00,1
2019-01-29 12:17:00,1
2019-01-29 12:18:00,1
2019-01-29 12:19:00,2
2019-01-29 12:20:00,1
2019-01-29 12:30:00,1
2019-01-29 12:33:00,1
2019-01-29 12:34:00,2
2019-01-29 12:35:00,3
2019-01-29 12:39:00,3
2019-01-29 12:40:00,6
2019-01-29 12:41:00,12
2019-01-29 12:42:00,8
2019-01-29 12:43:00,10
2019-01-29 12:44:00,6
2019-01-29 12:45:00,18
2019-01-29 12:46:00,6
2019-01-29 12:47:00,12
2019-01-29 12:50:00,30
2019-01-29 12:51:00,10
2019-01-29 12:52:00,2
2019-01-29 12:53:00,15
2019-01-29 12:55:00,4
2019-01-29 12:56:00,26
2019-01-29 12:58:00,11
2019-01-29 12:59:00,22
2019-01-29 13:00:00,9
2019-01-29 13:01:00,9
2019-01-29 13:03:00,1
2019-01-29 13:04:00,29
2019-01-29 13:05:00,12
2019-01-29 13:06:00,1
2019-01-29 13:07:00,9
2019-01-29 13:08:00,6
2019-01-29 13:09:00,7
2019-01-29 13:10:00,11
2019-01-29 13:11:00,9
2019-01-29 13:12:00,9
2019-01-29 13:13:00,9
2019-01-29 13:14:00,9
2019-01-29 13:15:00,3
2019-01-29 13:17:00,30
2019-01-29 13:18:00,3
2019-01-29 13:20:00,28
2019-01-29 13:21:00,8
2019-01-29 13:22:00,6
2019-01-29 13:24:00,24
2019-01-29 13:26:00,24
2019-01-29 13:27:00,3
2019-01-29 13:28:00,12
2019-01-29 13:30:00,10
2019-01-29 13:31:00,23
2019-01-29 13:32:00,3
2019-01-29 13:34:00,30
2019-01-29 13:35:00,6
2019-01-29 13:36:00,3
2019-01-29 13:38:00,30
2019-01-29 13:39:00,6
2019-01-29 13:42:00,30
2019-01-29 13:44:00,1
2019-01-29 13:45:00,29
2019-01-29 15:26:00,12
2019-01-29 15:27:00,48
2019-01-29 15:28:00,37
2019-01-29 15:29:00,43
2019-01-29 15:30:00,49
2019-01-29 15:31:00,43
2019-01-29 15:32:00,47
2019-01-29 15:33:00,37
2019-01-29 15:34:00,29
2019-01-29 15:45:00,21
2019-01-29 15:46:00,37
2019-01-29 15:47:00,41
2019-01-29 15:48:00,38
2019-01-29 15:49:00,12
2019-01-29 15:50:00,35
2019-01-29 15:51:00,37
2019-01-29 15:52:00,13
2019-01-29 15:53:00,22
2019-01-29 15:54:00,50
2019-01-29 15:55:00,49
2019-01-29 15:56:00,13
2019-01-29 15:57:00,13
2019-01-29 15:58:00,13
2019-01-29 15:59:00,13
2019-01-29 16:00:00,12
2019-01-29 16:01:00,12
2019-01-29 16:02:00,13
2019-01-29 16:03:00,13
2019-01-29 16:04:00,13
2019-01-29 16:05:00,12
2019-01-29 16:06:00,13
2019-01-29 16:07:00,13
2019-01-29 16:08:00,13
2019-01-29 16:09:00,18
2019-01-29 16:10:00,55
2019-01-29 16:11:00,42
2019-01-29 16:12:00,13
2019-01-29 16:13:00,13
2019-01-29 16:14:00,13
2019-01-29 16:15:00,13
2019-01-29 16:16:00,13
2019-01-29 16:17:00,13
2019-01-29 16:18:00,13
2019-01-29 16:19:00,13
2019-01-29 16:20:00,12
2019-01-29 16:21:00,13
2019-01-29 16:22:00,12
2019-01-29 16:23:00,12
2019-01-29 16:24:00,31
2019-01-29 16:25:00,22
2019-01-29 16:26:00,32
2019-01-29 16:27:00,13
2019-01-29 16:28:00,11
2019-01-29 16:29:00,37
2019-01-29 16:30:00,14
2019-01-29 16:32:00,21
2019-01-29 16:33:00,19
2019-01-29 16:34:00,15
2019-01-29 16:35:00,5
2019-01-29 16:36:00,15
2019-01-29 16:38:00,21
2019-01-29 16:39:00,34
2019-01-29 16:42:00,22
2019-01-29 16:43:00,28
2019-01-29 16:46:00,29
2019-01-29 16:47:00,26
2019-01-29 16:48:00,15
2019-01-29 16:50:00,1
2019-01-29 16:51:00,1
2019-01-29 16:52:00,51
2019-01-29 16:54:00,1
2019-01-29 16:55:00,15
2019-01-29 16:56:00,36
2019-01-29 16:57:00,1
2019-01-29 16:59:00,18
2019-01-29 17:00:00,33
2019-01-29 17:01:00,20
2019-01-29 17:02:00,10
2019-01-29 17:03:00,15
2019-01-29 17:06:00,13
2019-01-29 17:07:00,37
2019-01-29 17:08:00,14
2019-01-29 17:09:00,15
2019-01-29 17:10:00,15
2019-01-29 17:11:00,15
2019-01-29 17:12:00,5
2019-01-29 17:13:00,30
2019-01-29 17:16:00,27
2019-01-29 17:17:00,23
2019-01-29 17:18:00,18
2019-01-29 17:19:00,17
2019-01-29 17:20:00,19
2019-01-29 17:21:00,11
2019-01-29 17:24:00,41
2019-01-29 17:25:00,19
2019-01-29 17:26:00,16
2019-01-29 17:27:00,17
2019-01-29 17:28:00,19
2019-01-29 17:29:00,12
2019-01-29 17:30:00,21
2019-01-29 17:31:00,9
2019-01-29 17:32:00,23
2019-01-29 17:33:00,6
2019-01-29 17:34:00,14
2019-01-29 17:37:00,20
2019-01-29 17:38:00,33
2019-01-29 17:39:00,22
2019-01-29 17:40:00,5
2019-01-29 17:42:00,2
2019-01-29 17:43:00,48
2019-01-29 17:44:00,5
2019-01-29 17:47:00,45
2019-01-29 17:50:00,2
2019-01-29 17:51:00,48
2019-01-29 17:52:00,20
2019-01-29 17:53:00,5
2019-01-29 17:54:00,22
2019-01-29 17:55:00,28
2019-01-29 17:56:00,10
2019-01-29 17:57:00,5
2019-01-29 17:58:00,25
2019-01-29 17:59:00,20
2019-01-29 18:02:00,17
2019-01-29 18:03:00,34
2019-01-29 18:04:00,19
2019-01-29 18:05:00,15
2019-01-29 18:06:00,25
2019-01-29 18:07:00,20
2019-01-29 18:08:00,20
2019-01-29 18:11:00,16
2019-01-29 18:12:00,34
2019-01-29 18:13:00,25
2019-01-29 18:14:00,15
2019-01-29 18:15:00,15
2019-01-29 18:16:00,15
2019-01-29 18:17:00,15
2019-01-29 18:18:00,20
2019-01-29 18:19:00,20
2019-01-29 18:20:00,23
2019-01-29 18:21:00,2
2019-01-29 18:23:00,13
2019-01-29 18:24:00,42
2019-01-29 18:25:00,14
2019-01-29 18:26:00,19
2019-01-29 18:27:00,12
2019-01-29 18:28:00,25
2019-01-29 18:29:00,10
