15,"SELECT TOP #   run,   camCol,   rerun,   field,   objID,   ra,   dec   FROM Galaxy   WHERE ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) > #   and ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) != dbo.fPhotoFlags(&&&)   and ( (flags & dbo.fPhotoFlags(&&&) = #)   and petroR5#_i > #)"
2019-12-05 00:15:00,1
2019-12-05 01:06:00,1
2019-12-05 01:50:00,1
2019-12-05 03:01:00,1
2019-12-05 05:11:00,1
2019-12-05 10:30:00,1
2019-12-05 10:31:00,1
2019-12-05 11:00:00,1
2019-12-05 11:02:00,1
2019-12-05 11:06:00,1
2019-12-05 15:04:00,1
2019-12-05 15:05:00,1
2019-12-05 20:55:00,1
2019-12-05 20:56:00,1
2019-12-05 20:58:00,1
