21,select * from galSpecIndx where specObjId=#
2019-12-05 06:48:00,1
2019-12-05 08:54:00,1
2019-12-05 09:02:00,1
2019-12-05 09:39:00,1
2019-12-05 09:45:00,1
2019-12-05 09:57:00,1
2019-12-05 10:35:00,1
2019-12-05 10:40:00,1
2019-12-05 10:45:00,1
2019-12-05 10:48:00,1
2019-12-05 11:13:00,1
2019-12-05 11:17:00,1
2019-12-05 14:51:00,1
2019-12-05 17:06:00,1
2019-12-05 18:14:00,1
2019-12-05 18:44:00,1
2019-12-05 19:09:00,1
2019-12-05 20:52:00,1
2019-12-05 23:12:00,1
2019-12-05 23:51:00,1
2019-12-05 23:52:00,1
