37,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-12-05 00:15:00,3
2019-12-05 00:16:00,9
2019-12-05 00:27:00,1
2019-12-05 00:50:00,1
2019-12-05 01:21:00,1
2019-12-05 01:26:00,1
2019-12-05 06:50:00,1
2019-12-05 11:08:00,1
2019-12-05 13:25:00,1
2019-12-05 14:03:00,1
2019-12-05 14:05:00,1
2019-12-05 14:10:00,1
2019-12-05 14:11:00,1
2019-12-05 14:23:00,1
2019-12-05 14:24:00,1
2019-12-05 14:43:00,1
2019-12-05 15:04:00,1
2019-12-05 15:06:00,1
2019-12-05 15:10:00,1
2019-12-05 15:11:00,1
2019-12-05 21:31:00,1
2019-12-05 21:40:00,6
