14,"SELECT plate.programname, class,  COUNT(specObjId) AS numObjs  FROM SpecObjAll JOIN PlateX AS plate ON plate.plate = specObjAll.plate GROUP BY plate.programname, class ORDER BY plate.programname, class"
2019-12-05 00:13:00,1
2019-12-05 01:03:00,1
2019-12-05 01:48:00,1
2019-12-05 02:59:00,1
2019-12-05 05:08:00,1
2019-12-05 06:02:00,1
2019-12-05 10:29:00,1
2019-12-05 10:57:00,1
2019-12-05 11:05:00,1
2019-12-05 11:16:00,1
2019-12-05 14:29:00,1
2019-12-05 19:04:00,1
2019-12-05 19:15:00,1
2019-12-05 20:45:00,1
