252,select distinct parent from DBViewCols where viewname=&&&
2019-12-05 00:38:00,1
2019-12-05 00:49:00,1
2019-12-05 02:27:00,2
2019-12-05 02:28:00,1
2019-12-05 03:29:00,1
2019-12-05 03:34:00,1
2019-12-05 03:48:00,1
2019-12-05 04:02:00,2
2019-12-05 04:50:00,1
2019-12-05 05:09:00,1
2019-12-05 05:10:00,1
2019-12-05 06:04:00,1
2019-12-05 06:05:00,1
2019-12-05 06:22:00,1
2019-12-05 06:49:00,2
2019-12-05 06:59:00,2
2019-12-05 07:00:00,3
2019-12-05 08:10:00,1
2019-12-05 08:44:00,1
2019-12-05 09:06:00,1
2019-12-05 09:09:00,2
2019-12-05 11:43:00,2
2019-12-05 11:48:00,3
2019-12-05 11:51:00,1
2019-12-05 12:06:00,1
2019-12-05 12:41:00,2
2019-12-05 12:42:00,34
2019-12-05 12:43:00,49
2019-12-05 12:44:00,17
2019-12-05 13:28:00,2
2019-12-05 13:29:00,1
2019-12-05 13:30:00,11
2019-12-05 13:31:00,35
2019-12-05 13:32:00,34
2019-12-05 13:33:00,4
2019-12-05 13:58:00,1
2019-12-05 14:02:00,1
2019-12-05 14:23:00,1
2019-12-05 14:42:00,1
2019-12-05 15:04:00,1
2019-12-05 15:39:00,1
2019-12-05 15:51:00,1
2019-12-05 15:58:00,2
2019-12-05 16:00:00,1
2019-12-05 16:02:00,1
2019-12-05 17:54:00,3
2019-12-05 18:43:00,1
2019-12-05 18:46:00,1
2019-12-05 20:54:00,4
2019-12-05 20:55:00,1
2019-12-05 21:32:00,3
2019-12-05 22:21:00,2
2019-12-05 23:05:00,2
