149,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-12-05 00:21:00,1
2019-12-05 00:24:00,1
2019-12-05 00:45:00,1
2019-12-05 01:15:00,1
2019-12-05 01:27:00,1
2019-12-05 01:45:00,1
2019-12-05 02:45:00,1
2019-12-05 03:45:00,1
2019-12-05 04:45:00,1
2019-12-05 05:13:00,3
2019-12-05 05:15:00,1
2019-12-05 05:16:00,2
2019-12-05 05:17:00,1
2019-12-05 05:18:00,1
2019-12-05 05:44:00,1
2019-12-05 06:13:00,7
2019-12-05 06:14:00,2
2019-12-05 06:15:00,9
2019-12-05 06:27:00,9
2019-12-05 06:28:00,9
2019-12-05 06:30:00,9
2019-12-05 06:31:00,9
2019-12-05 06:34:00,9
2019-12-05 06:44:00,1
2019-12-05 07:07:00,9
2019-12-05 07:44:00,1
2019-12-05 08:44:00,1
2019-12-05 09:45:00,1
2019-12-05 09:48:00,9
2019-12-05 10:44:00,1
2019-12-05 11:45:00,1
2019-12-05 12:45:00,1
2019-12-05 13:46:00,1
2019-12-05 14:45:00,1
2019-12-05 14:56:00,1
2019-12-05 15:44:00,1
2019-12-05 16:44:00,1
2019-12-05 17:31:00,9
2019-12-05 17:39:00,9
2019-12-05 17:44:00,1
2019-12-05 17:46:00,9
2019-12-05 18:37:00,9
2019-12-05 18:45:00,1
