104,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-12-05 01:09:00,1
2019-12-05 01:12:00,1
2019-12-05 01:30:00,1
2019-12-05 01:31:00,1
2019-12-05 01:53:00,1
2019-12-05 02:27:00,2
2019-12-05 02:28:00,1
2019-12-05 02:58:00,1
2019-12-05 03:29:00,2
2019-12-05 03:31:00,2
2019-12-05 03:34:00,1
2019-12-05 03:48:00,1
2019-12-05 03:53:00,1
2019-12-05 04:02:00,2
2019-12-05 04:04:00,1
2019-12-05 04:50:00,1
2019-12-05 05:09:00,1
2019-12-05 05:10:00,1
2019-12-05 06:04:00,2
2019-12-05 06:05:00,1
2019-12-05 06:08:00,1
2019-12-05 06:22:00,1
2019-12-05 07:46:00,1
2019-12-05 08:10:00,1
2019-12-05 08:11:00,2
2019-12-05 08:12:00,1
2019-12-05 08:25:00,1
2019-12-05 08:44:00,1
2019-12-05 09:04:00,1
2019-12-05 09:06:00,1
2019-12-05 09:09:00,1
2019-12-05 09:35:00,1
2019-12-05 11:24:00,1
2019-12-05 11:30:00,1
2019-12-05 11:43:00,2
2019-12-05 11:46:00,1
2019-12-05 11:48:00,3
2019-12-05 11:51:00,2
2019-12-05 11:59:00,1
2019-12-05 12:06:00,1
2019-12-05 12:27:00,1
2019-12-05 12:28:00,1
2019-12-05 12:34:00,2
2019-12-05 12:41:00,2
2019-12-05 12:43:00,1
2019-12-05 12:48:00,1
2019-12-05 12:50:00,3
2019-12-05 13:31:00,1
2019-12-05 14:02:00,1
2019-12-05 14:28:00,1
2019-12-05 14:29:00,1
2019-12-05 14:42:00,1
2019-12-05 15:39:00,1
2019-12-05 15:51:00,1
2019-12-05 15:58:00,2
2019-12-05 15:59:00,1
2019-12-05 16:00:00,1
2019-12-05 16:02:00,1
2019-12-05 16:15:00,2
2019-12-05 16:34:00,1
2019-12-05 16:36:00,1
2019-12-05 16:39:00,2
2019-12-05 17:26:00,1
2019-12-05 17:27:00,1
2019-12-05 17:54:00,1
2019-12-05 18:25:00,1
2019-12-05 18:43:00,1
2019-12-05 18:46:00,1
2019-12-05 19:04:00,1
2019-12-05 19:09:00,1
2019-12-05 19:21:00,4
2019-12-05 19:29:00,1
2019-12-05 20:02:00,1
2019-12-05 20:55:00,1
2019-12-05 22:21:00,2
2019-12-05 23:02:00,3
2019-12-05 23:03:00,2
2019-12-05 23:05:00,2
2019-12-05 23:54:00,1
