900,select * from fDocFunctionParams(&&&)
2019-12-05 00:03:00,1
2019-12-05 00:08:00,2
2019-12-05 00:16:00,1
2019-12-05 00:20:00,6
2019-12-05 00:23:00,3
2019-12-05 00:25:00,3
2019-12-05 00:27:00,3
2019-12-05 00:34:00,2
2019-12-05 00:36:00,1
2019-12-05 00:44:00,3
2019-12-05 00:55:00,2
2019-12-05 00:58:00,1
2019-12-05 01:13:00,3
2019-12-05 01:43:00,1
2019-12-05 01:54:00,1
2019-12-05 05:10:00,1
2019-12-05 08:19:00,4
2019-12-05 08:20:00,24
2019-12-05 08:32:00,1
2019-12-05 09:11:00,2
2019-12-05 09:54:00,1
2019-12-05 10:05:00,2
2019-12-05 10:29:00,1
2019-12-05 11:00:00,3
2019-12-05 11:38:00,1
2019-12-05 11:39:00,1
2019-12-05 12:41:00,2
2019-12-05 12:44:00,29
2019-12-05 12:45:00,30
2019-12-05 12:52:00,62
2019-12-05 12:53:00,53
2019-12-05 12:54:00,56
2019-12-05 12:55:00,1
2019-12-05 13:01:00,25
2019-12-05 13:02:00,49
2019-12-05 13:03:00,59
2019-12-05 13:04:00,43
2019-12-05 13:11:00,24
2019-12-05 13:33:00,31
2019-12-05 13:39:00,6
2019-12-05 13:40:00,57
2019-12-05 13:41:00,72
2019-12-05 13:42:00,51
2019-12-05 13:48:00,6
2019-12-05 13:49:00,57
2019-12-05 13:50:00,60
2019-12-05 13:51:00,33
2019-12-05 14:30:00,5
2019-12-05 16:55:00,1
2019-12-05 17:29:00,2
2019-12-05 20:50:00,1
2019-12-05 21:30:00,1
2019-12-05 21:32:00,3
2019-12-05 23:04:00,1
2019-12-05 23:05:00,1
2019-12-05 23:06:00,4
2019-12-05 23:23:00,1
