100,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-05 00:28:00,1
2019-12-05 00:29:00,4
2019-12-05 00:46:00,2
2019-12-05 00:47:00,2
2019-12-05 06:30:00,1
2019-12-05 06:43:00,1
2019-12-05 06:44:00,1
2019-12-05 06:45:00,1
2019-12-05 06:46:00,1
2019-12-05 06:47:00,1
2019-12-05 06:48:00,1
2019-12-05 06:50:00,1
2019-12-05 06:51:00,1
2019-12-05 06:52:00,1
2019-12-05 06:53:00,1
2019-12-05 06:54:00,1
2019-12-05 06:55:00,1
2019-12-05 06:56:00,1
2019-12-05 06:57:00,1
2019-12-05 06:58:00,2
2019-12-05 06:59:00,1
2019-12-05 07:00:00,1
2019-12-05 07:01:00,1
2019-12-05 07:02:00,2
2019-12-05 07:03:00,1
2019-12-05 07:04:00,1
2019-12-05 07:05:00,1
2019-12-05 07:06:00,1
2019-12-05 07:07:00,1
2019-12-05 07:08:00,1
2019-12-05 07:09:00,2
2019-12-05 07:10:00,1
2019-12-05 07:11:00,2
2019-12-05 07:13:00,1
2019-12-05 07:14:00,2
2019-12-05 07:15:00,1
2019-12-05 07:16:00,2
2019-12-05 07:17:00,1
2019-12-05 07:18:00,2
2019-12-05 07:19:00,1
2019-12-05 07:20:00,2
2019-12-05 07:34:00,1
2019-12-05 08:07:00,1
2019-12-05 08:08:00,1
2019-12-05 08:09:00,2
2019-12-05 08:10:00,1
2019-12-05 08:11:00,1
2019-12-05 08:12:00,1
2019-12-05 08:13:00,2
2019-12-05 08:14:00,1
2019-12-05 08:15:00,1
2019-12-05 08:16:00,1
2019-12-05 08:17:00,1
2019-12-05 08:18:00,1
2019-12-05 08:19:00,1
2019-12-05 08:20:00,1
2019-12-05 08:21:00,1
2019-12-05 08:22:00,1
2019-12-05 08:23:00,1
2019-12-05 08:24:00,1
2019-12-05 08:25:00,2
2019-12-05 08:26:00,1
2019-12-05 08:27:00,1
2019-12-05 16:05:00,1
2019-12-05 16:15:00,1
2019-12-05 16:19:00,1
2019-12-05 16:30:00,1
2019-12-05 16:41:00,1
2019-12-05 16:59:00,1
2019-12-05 17:03:00,1
2019-12-05 17:32:00,1
2019-12-05 17:46:00,1
2019-12-05 17:53:00,1
2019-12-05 18:28:00,1
2019-12-05 18:34:00,1
2019-12-05 19:28:00,1
2019-12-05 19:30:00,1
2019-12-05 19:32:00,1
2019-12-05 19:39:00,1
2019-12-05 19:46:00,1
2019-12-05 21:34:00,1
2019-12-05 21:39:00,1
2019-12-05 22:49:00,1
2019-12-05 22:56:00,1
