720,select * from Photoz where objid=#
2019-12-05 00:03:00,2
2019-12-05 00:05:00,1
2019-12-05 00:11:00,1
2019-12-05 00:14:00,1
2019-12-05 00:21:00,1
2019-12-05 00:23:00,6
2019-12-05 00:26:00,1
2019-12-05 00:32:00,1
2019-12-05 00:34:00,1
2019-12-05 00:45:00,1
2019-12-05 00:58:00,1
2019-12-05 01:15:00,7
2019-12-05 01:19:00,1
2019-12-05 01:22:00,1
2019-12-05 01:36:00,2
2019-12-05 01:43:00,1
2019-12-05 01:45:00,1
2019-12-05 01:54:00,1
2019-12-05 01:57:00,1
2019-12-05 02:03:00,1
2019-12-05 02:05:00,1
2019-12-05 02:14:00,1
2019-12-05 02:18:00,7
2019-12-05 02:19:00,7
2019-12-05 02:20:00,1
2019-12-05 02:27:00,1
2019-12-05 02:28:00,1
2019-12-05 02:29:00,1
2019-12-05 02:30:00,6
2019-12-05 02:31:00,4
2019-12-05 02:32:00,5
2019-12-05 02:33:00,5
2019-12-05 02:34:00,4
2019-12-05 02:35:00,5
2019-12-05 02:36:00,4
2019-12-05 02:37:00,2
2019-12-05 02:38:00,2
2019-12-05 02:39:00,1
2019-12-05 02:42:00,1
2019-12-05 02:58:00,12
2019-12-05 02:59:00,1
2019-12-05 03:01:00,1
2019-12-05 03:06:00,1
2019-12-05 03:09:00,2
2019-12-05 03:14:00,1
2019-12-05 03:19:00,1
2019-12-05 03:22:00,1
2019-12-05 03:31:00,1
2019-12-05 03:41:00,1
2019-12-05 03:44:00,12
2019-12-05 03:46:00,1
2019-12-05 03:52:00,1
2019-12-05 04:00:00,1
2019-12-05 04:07:00,2
2019-12-05 04:20:00,1
2019-12-05 04:23:00,1
2019-12-05 04:24:00,2
2019-12-05 04:25:00,1
2019-12-05 04:33:00,8
2019-12-05 04:37:00,1
2019-12-05 04:53:00,1
2019-12-05 04:58:00,1
2019-12-05 05:09:00,2
2019-12-05 05:11:00,8
2019-12-05 05:12:00,8
2019-12-05 05:18:00,1
2019-12-05 05:22:00,1
2019-12-05 05:27:00,1
2019-12-05 05:30:00,1
2019-12-05 05:57:00,3
2019-12-05 05:58:00,9
2019-12-05 06:28:00,1
2019-12-05 06:34:00,2
2019-12-05 06:48:00,1
2019-12-05 06:49:00,1
2019-12-05 06:56:00,1
2019-12-05 06:57:00,1
2019-12-05 06:59:00,21
2019-12-05 07:01:00,1
2019-12-05 07:02:00,1
2019-12-05 07:10:00,14
2019-12-05 07:14:00,1
2019-12-05 07:19:00,1
2019-12-05 07:32:00,1
2019-12-05 07:39:00,1
2019-12-05 07:50:00,1
2019-12-05 07:56:00,18
2019-12-05 07:59:00,1
2019-12-05 08:00:00,1
2019-12-05 08:22:00,2
2019-12-05 08:34:00,1
2019-12-05 08:38:00,1
2019-12-05 08:40:00,1
2019-12-05 08:42:00,16
2019-12-05 08:43:00,1
2019-12-05 08:54:00,1
2019-12-05 09:01:00,1
2019-12-05 09:05:00,2
2019-12-05 09:12:00,1
2019-12-05 09:23:00,12
2019-12-05 09:25:00,1
2019-12-05 09:36:00,1
2019-12-05 09:41:00,1
2019-12-05 09:42:00,2
2019-12-05 09:54:00,2
2019-12-05 09:58:00,1
2019-12-05 10:00:00,2
2019-12-05 10:05:00,1
2019-12-05 10:09:00,12
2019-12-05 10:11:00,1
2019-12-05 10:13:00,1
2019-12-05 10:14:00,2
2019-12-05 10:15:00,2
2019-12-05 10:26:00,1
2019-12-05 10:27:00,1
2019-12-05 10:28:00,1
2019-12-05 10:31:00,1
2019-12-05 10:34:00,1
2019-12-05 10:35:00,2
2019-12-05 10:44:00,1
2019-12-05 10:50:00,4
2019-12-05 10:58:00,1
2019-12-05 11:04:00,1
2019-12-05 11:06:00,1
2019-12-05 11:07:00,11
2019-12-05 11:08:00,1
2019-12-05 11:13:00,2
2019-12-05 11:16:00,2
2019-12-05 11:18:00,12
2019-12-05 11:26:00,1
2019-12-05 11:30:00,1
2019-12-05 11:31:00,1
2019-12-05 11:42:00,1
2019-12-05 11:47:00,1
2019-12-05 11:57:00,1
2019-12-05 12:04:00,9
2019-12-05 12:14:00,14
2019-12-05 12:32:00,1
2019-12-05 12:45:00,1
2019-12-05 12:55:00,13
2019-12-05 13:21:00,1
2019-12-05 13:35:00,14
