153,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-12-05 00:38:00,1
2019-12-05 00:51:00,1
2019-12-05 01:06:00,1
2019-12-05 01:11:00,2
2019-12-05 01:14:00,1
2019-12-05 01:15:00,3
2019-12-05 01:16:00,1
2019-12-05 01:18:00,2
2019-12-05 01:22:00,1
2019-12-05 01:26:00,1
2019-12-05 01:31:00,1
2019-12-05 01:32:00,2
2019-12-05 01:34:00,2
2019-12-05 01:35:00,2
2019-12-05 01:39:00,2
2019-12-05 01:41:00,1
2019-12-05 01:43:00,1
2019-12-05 01:44:00,1
2019-12-05 01:50:00,1
2019-12-05 01:53:00,1
2019-12-05 01:58:00,1
2019-12-05 01:59:00,1
2019-12-05 02:00:00,1
2019-12-05 02:01:00,1
2019-12-05 02:04:00,1
2019-12-05 02:05:00,1
2019-12-05 02:09:00,1
2019-12-05 02:10:00,1
2019-12-05 02:12:00,2
2019-12-05 02:14:00,1
2019-12-05 02:16:00,2
2019-12-05 02:18:00,1
2019-12-05 02:19:00,1
2019-12-05 02:22:00,1
2019-12-05 02:24:00,1
2019-12-05 02:37:00,1
2019-12-05 02:39:00,1
2019-12-05 02:42:00,1
2019-12-05 02:43:00,1
2019-12-05 02:44:00,1
2019-12-05 02:45:00,1
2019-12-05 02:46:00,2
2019-12-05 02:47:00,2
2019-12-05 02:48:00,1
2019-12-05 02:49:00,1
2019-12-05 03:03:00,1
2019-12-05 03:07:00,1
2019-12-05 03:15:00,1
2019-12-05 03:18:00,1
2019-12-05 03:19:00,1
2019-12-05 03:24:00,1
2019-12-05 03:26:00,1
2019-12-05 03:29:00,1
2019-12-05 03:33:00,1
2019-12-05 03:35:00,1
2019-12-05 03:37:00,1
2019-12-05 03:38:00,1
2019-12-05 03:41:00,1
2019-12-05 03:48:00,2
2019-12-05 03:49:00,1
2019-12-05 03:52:00,1
2019-12-05 03:55:00,1
2019-12-05 03:58:00,2
2019-12-05 03:59:00,1
2019-12-05 04:07:00,1
2019-12-05 04:08:00,1
2019-12-05 04:09:00,1
2019-12-05 04:11:00,1
2019-12-05 04:14:00,1
2019-12-05 04:16:00,1
2019-12-05 04:18:00,1
2019-12-05 04:20:00,1
2019-12-05 04:22:00,2
2019-12-05 04:25:00,1
2019-12-05 04:26:00,1
2019-12-05 04:27:00,1
2019-12-05 04:29:00,1
2019-12-05 04:32:00,1
2019-12-05 04:52:00,1
2019-12-05 04:54:00,1
2019-12-05 04:56:00,1
2019-12-05 04:58:00,1
2019-12-05 05:00:00,1
2019-12-05 05:03:00,1
2019-12-05 05:06:00,1
2019-12-05 05:13:00,1
2019-12-05 05:23:00,1
2019-12-05 05:27:00,2
2019-12-05 09:28:00,1
2019-12-05 09:29:00,2
2019-12-05 09:30:00,3
2019-12-05 09:31:00,1
2019-12-05 16:52:00,1
2019-12-05 16:54:00,3
2019-12-05 16:58:00,1
2019-12-05 17:14:00,1
2019-12-05 17:33:00,1
2019-12-05 17:34:00,1
2019-12-05 18:11:00,1
2019-12-05 18:12:00,1
2019-12-05 19:11:00,1
2019-12-05 19:29:00,1
2019-12-05 19:30:00,2
2019-12-05 19:32:00,1
2019-12-05 20:21:00,1
2019-12-05 20:22:00,1
2019-12-05 20:23:00,1
2019-12-05 20:29:00,1
2019-12-05 20:33:00,1
2019-12-05 20:34:00,1
2019-12-05 20:35:00,2
2019-12-05 20:36:00,2
2019-12-05 20:37:00,1
2019-12-05 20:44:00,1
2019-12-05 20:54:00,1
2019-12-05 21:21:00,1
2019-12-05 21:22:00,1
2019-12-05 21:24:00,2
2019-12-05 21:27:00,1
2019-12-05 21:29:00,1
2019-12-05 21:41:00,1
2019-12-05 21:47:00,1
2019-12-05 22:34:00,1
2019-12-05 22:44:00,1
2019-12-05 22:46:00,1
2019-12-05 22:50:00,3
