6307,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-12-05 13:37:00,76
2019-12-05 13:50:00,59
2019-12-05 13:51:00,298
2019-12-05 13:53:00,450
2019-12-05 13:54:00,351
2019-12-05 13:57:00,402
2019-12-05 14:22:00,142
2019-12-05 14:23:00,496
2019-12-05 14:24:00,387
2019-12-05 14:25:00,373
2019-12-05 14:57:00,23
2019-12-05 14:58:00,344
2019-12-05 15:21:00,89
2019-12-05 15:22:00,312
2019-12-05 15:23:00,230
2019-12-05 15:25:00,438
2019-12-05 15:26:00,15
2019-12-05 15:33:00,15
2019-12-05 15:34:00,142
2019-12-05 15:35:00,116
2019-12-05 15:57:00,234
2019-12-05 16:13:00,397
2019-12-05 16:14:00,106
2019-12-05 17:03:00,121
2019-12-05 18:11:00,241
2019-12-05 18:12:00,328
2019-12-05 18:15:00,122
