819,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-15 00:50:00,2
2019-08-15 00:51:00,1
2019-08-15 01:09:00,4
2019-08-15 01:10:00,1
2019-08-15 01:12:00,1
2019-08-15 01:13:00,2
2019-08-15 01:27:00,2
2019-08-15 01:28:00,7
2019-08-15 01:30:00,1
2019-08-15 01:34:00,2
2019-08-15 01:47:00,8
2019-08-15 01:48:00,2
2019-08-15 01:50:00,2
2019-08-15 01:54:00,2
2019-08-15 02:06:00,6
2019-08-15 02:08:00,1
2019-08-15 02:13:00,2
2019-08-15 02:15:00,5
2019-08-15 02:17:00,1
2019-08-15 02:20:00,2
2019-08-15 02:22:00,3
2019-08-15 02:24:00,1
2019-08-15 02:27:00,2
2019-08-15 02:29:00,6
2019-08-15 02:31:00,1
2019-08-15 02:34:00,2
2019-08-15 02:36:00,3
2019-08-15 02:38:00,1
2019-08-15 02:40:00,2
2019-08-15 02:43:00,3
2019-08-15 02:45:00,2
2019-08-15 02:48:00,2
2019-08-15 02:50:00,4
2019-08-15 02:51:00,2
2019-08-15 02:53:00,1
2019-08-15 02:57:00,2
2019-08-15 02:58:00,1
2019-08-15 02:59:00,1
2019-08-15 03:00:00,1
2019-08-15 03:02:00,2
2019-08-15 03:05:00,2
2019-08-15 03:07:00,1
2019-08-15 03:08:00,2
2019-08-15 03:10:00,2
2019-08-15 03:12:00,2
2019-08-15 03:13:00,3
2019-08-15 03:16:00,2
2019-08-15 03:19:00,3
2019-08-15 03:20:00,1
2019-08-15 03:21:00,2
2019-08-15 03:23:00,2
2019-08-15 03:26:00,2
2019-08-15 03:27:00,1
2019-08-15 03:28:00,2
2019-08-15 03:31:00,2
2019-08-15 03:33:00,3
2019-08-15 03:34:00,2
2019-08-15 03:35:00,3
2019-08-15 03:38:00,2
2019-08-15 03:40:00,7
2019-08-15 03:41:00,2
2019-08-15 03:42:00,2
2019-08-15 03:45:00,2
2019-08-15 03:47:00,1
2019-08-15 03:48:00,7
2019-08-15 03:50:00,4
2019-08-15 03:52:00,2
2019-08-15 03:55:00,8
2019-08-15 03:57:00,1
2019-08-15 03:58:00,2
2019-08-15 04:00:00,2
2019-08-15 04:02:00,7
2019-08-15 04:03:00,1
2019-08-15 04:06:00,3
2019-08-15 04:08:00,2
2019-08-15 04:10:00,3
2019-08-15 04:11:00,5
2019-08-15 04:13:00,4
2019-08-15 04:16:00,4
2019-08-15 04:18:00,5
2019-08-15 04:21:00,2
2019-08-15 04:22:00,2
2019-08-15 04:24:00,4
2019-08-15 04:27:00,4
2019-08-15 04:29:00,4
2019-08-15 04:32:00,4
2019-08-15 04:33:00,3
2019-08-15 04:34:00,2
2019-08-15 04:36:00,2
2019-08-15 04:38:00,2
2019-08-15 04:39:00,2
2019-08-15 04:40:00,4
2019-08-15 04:41:00,2
2019-08-15 04:43:00,4
2019-08-15 04:45:00,1
2019-08-15 04:46:00,1
2019-08-15 04:49:00,11
2019-08-15 04:51:00,3
2019-08-15 04:52:00,2
2019-08-15 04:54:00,2
2019-08-15 04:59:00,11
2019-08-15 05:01:00,3
2019-08-15 05:02:00,2
2019-08-15 05:05:00,2
2019-08-15 05:07:00,6
2019-08-15 05:08:00,4
2019-08-15 05:11:00,2
2019-08-15 05:14:00,8
2019-08-15 05:15:00,2
2019-08-15 05:16:00,2
2019-08-15 05:18:00,2
2019-08-15 05:21:00,4
2019-08-15 05:22:00,4
2019-08-15 05:23:00,2
2019-08-15 05:24:00,2
2019-08-15 05:26:00,2
2019-08-15 05:30:00,6
2019-08-15 05:31:00,4
2019-08-15 05:32:00,1
2019-08-15 05:34:00,2
2019-08-15 05:37:00,8
2019-08-15 05:39:00,4
2019-08-15 05:42:00,2
2019-08-15 05:45:00,2
2019-08-15 05:46:00,2
2019-08-15 05:47:00,6
2019-08-15 05:48:00,2
2019-08-15 05:49:00,2
2019-08-15 05:53:00,8
2019-08-15 05:56:00,2
2019-08-15 05:57:00,1
2019-08-15 05:58:00,2
2019-08-15 06:01:00,5
2019-08-15 06:02:00,6
2019-08-15 06:04:00,5
2019-08-15 06:06:00,2
2019-08-15 06:10:00,6
2019-08-15 06:11:00,2
2019-08-15 06:12:00,4
2019-08-15 06:14:00,2
