272,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-15 00:45:00,1
2019-08-15 01:31:00,1
2019-08-15 01:33:00,1
2019-08-15 01:36:00,1
2019-08-15 01:39:00,1
2019-08-15 01:42:00,1
2019-08-15 01:44:00,1
2019-08-15 01:45:00,1
2019-08-15 01:47:00,1
2019-08-15 01:49:00,1
2019-08-15 01:51:00,1
2019-08-15 01:53:00,1
2019-08-15 01:54:00,1
2019-08-15 01:56:00,1
2019-08-15 01:58:00,1
2019-08-15 01:59:00,2
2019-08-15 02:01:00,1
2019-08-15 02:03:00,1
2019-08-15 02:06:00,1
2019-08-15 02:09:00,1
2019-08-15 02:14:00,1
2019-08-15 02:16:00,1
2019-08-15 02:18:00,1
2019-08-15 02:24:00,1
2019-08-15 02:27:00,1
2019-08-15 02:28:00,1
2019-08-15 02:44:00,1
2019-08-15 02:45:00,2
2019-08-15 02:47:00,1
2019-08-15 02:53:00,1
2019-08-15 02:57:00,1
2019-08-15 03:12:00,1
2019-08-15 03:14:00,1
2019-08-15 03:16:00,1
2019-08-15 03:17:00,2
2019-08-15 03:18:00,1
2019-08-15 03:19:00,3
2019-08-15 03:20:00,1
2019-08-15 03:22:00,1
2019-08-15 03:23:00,1
2019-08-15 03:25:00,1
2019-08-15 03:27:00,1
2019-08-15 03:29:00,1
2019-08-15 03:35:00,1
2019-08-15 03:37:00,1
2019-08-15 03:43:00,1
2019-08-15 03:45:00,1
2019-08-15 04:45:00,1
2019-08-15 05:45:00,1
2019-08-15 06:46:00,1
2019-08-15 07:26:00,9
2019-08-15 07:45:00,1
2019-08-15 07:59:00,1
2019-08-15 08:04:00,2
2019-08-15 08:45:00,1
2019-08-15 09:22:00,9
2019-08-15 09:39:00,9
2019-08-15 09:45:00,1
2019-08-15 10:00:00,1
2019-08-15 10:02:00,1
2019-08-15 10:03:00,1
2019-08-15 10:04:00,1
2019-08-15 10:09:00,2
2019-08-15 10:11:00,1
2019-08-15 10:12:00,1
2019-08-15 10:13:00,1
2019-08-15 10:15:00,2
2019-08-15 10:19:00,1
2019-08-15 10:20:00,1
2019-08-15 10:24:00,1
2019-08-15 10:26:00,1
2019-08-15 10:27:00,1
2019-08-15 10:28:00,1
2019-08-15 10:31:00,1
2019-08-15 10:35:00,2
2019-08-15 10:37:00,1
2019-08-15 10:38:00,2
2019-08-15 10:40:00,1
2019-08-15 10:42:00,1
2019-08-15 10:44:00,1
2019-08-15 10:45:00,1
2019-08-15 10:47:00,2
2019-08-15 10:51:00,1
2019-08-15 10:53:00,1
2019-08-15 11:24:00,1
2019-08-15 11:26:00,1
2019-08-15 11:28:00,1
2019-08-15 11:39:00,1
2019-08-15 11:41:00,1
2019-08-15 11:44:00,1
2019-08-15 11:45:00,1
2019-08-15 11:52:00,2
2019-08-15 12:45:00,1
2019-08-15 13:45:00,1
2019-08-15 14:45:00,1
2019-08-15 14:48:00,9
2019-08-15 15:01:00,2
2019-08-15 15:02:00,7
2019-08-15 15:20:00,1
2019-08-15 15:47:00,1
2019-08-15 16:25:00,1
2019-08-15 16:28:00,1
2019-08-15 16:30:00,1
2019-08-15 16:39:00,1
2019-08-15 16:40:00,1
2019-08-15 16:42:00,1
2019-08-15 16:44:00,1
2019-08-15 16:46:00,1
2019-08-15 17:06:00,1
2019-08-15 17:13:00,1
2019-08-15 17:17:00,1
2019-08-15 17:19:00,1
2019-08-15 17:21:00,1
2019-08-15 17:29:00,9
2019-08-15 17:36:00,1
2019-08-15 17:37:00,10
2019-08-15 17:40:00,1
2019-08-15 17:44:00,1
2019-08-15 17:46:00,11
2019-08-15 17:50:00,1
2019-08-15 17:55:00,1
2019-08-15 17:57:00,1
2019-08-15 17:59:00,1
2019-08-15 18:01:00,1
2019-08-15 18:02:00,1
2019-08-15 18:05:00,1
2019-08-15 18:08:00,1
2019-08-15 18:12:00,1
2019-08-15 18:46:00,1
2019-08-15 19:46:00,1
2019-08-15 20:17:00,8
2019-08-15 20:18:00,1
2019-08-15 20:31:00,5
2019-08-15 20:32:00,2
2019-08-15 20:33:00,2
2019-08-15 20:35:00,7
2019-08-15 20:36:00,2
2019-08-15 20:45:00,1
2019-08-15 20:53:00,9
2019-08-15 20:55:00,9
2019-08-15 20:57:00,9
2019-08-15 20:58:00,9
