26,select * from fDocFunctionParams(&&&)
2019-08-15 04:45:00,1
2019-08-15 08:38:00,1
2019-08-15 11:57:00,1
2019-08-15 12:16:00,1
2019-08-15 12:34:00,1
2019-08-15 13:10:00,6
2019-08-15 13:11:00,1
2019-08-15 13:12:00,1
2019-08-15 13:50:00,1
2019-08-15 14:28:00,1
2019-08-15 15:06:00,1
2019-08-15 17:00:00,1
2019-08-15 18:56:00,1
2019-08-15 19:37:00,1
2019-08-15 19:38:00,1
2019-08-15 19:42:00,1
2019-08-15 21:38:00,2
2019-08-15 22:01:00,1
2019-08-15 22:08:00,1
2019-08-15 23:23:00,1
