115,"SELECT s.specObjID as spec_id, dbo.fGetUrlFitsSpectrum(s.specObjId) as spec_url FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.type=# AND s.snMedian>#"
2019-08-15 05:03:00,2
2019-08-15 05:04:00,6
2019-08-15 05:05:00,4
2019-08-15 05:06:00,7
2019-08-15 05:07:00,6
2019-08-15 05:08:00,6
2019-08-15 05:09:00,7
2019-08-15 05:10:00,6
2019-08-15 05:11:00,2
2019-08-15 05:13:00,7
2019-08-15 05:14:00,7
2019-08-15 05:15:00,8
2019-08-15 05:16:00,7
2019-08-15 05:17:00,8
2019-08-15 05:18:00,8
2019-08-15 05:19:00,4
2019-08-15 05:24:00,1
2019-08-15 05:25:00,6
2019-08-15 05:26:00,5
2019-08-15 05:27:00,6
2019-08-15 05:28:00,2
