218,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-02-25 01:30:00,5
2019-02-25 01:31:00,10
2019-02-25 01:34:00,2
2019-02-25 01:35:00,11
2019-02-25 01:36:00,6
2019-02-25 04:22:00,4
2019-02-25 04:23:00,8
2019-02-25 05:14:00,2
2019-02-25 06:13:00,2
2019-02-25 06:14:00,2
2019-02-25 07:38:00,1
2019-02-25 08:14:00,1
2019-02-25 09:14:00,2
2019-02-25 09:15:00,3
2019-02-25 09:25:00,1
2019-02-25 09:26:00,1
2019-02-25 09:48:00,1
2019-02-25 10:14:00,5
2019-02-25 10:48:00,1
2019-02-25 13:00:00,2
2019-02-25 13:01:00,3
2019-02-25 13:02:00,4
2019-02-25 13:03:00,1
2019-02-25 13:04:00,7
2019-02-25 13:05:00,1
2019-02-25 13:06:00,6
2019-02-25 13:07:00,3
2019-02-25 13:09:00,3
2019-02-25 13:10:00,3
2019-02-25 13:11:00,2
2019-02-25 13:13:00,3
2019-02-25 13:14:00,2
2019-02-25 13:15:00,2
2019-02-25 13:16:00,2
2019-02-25 13:17:00,2
2019-02-25 13:18:00,2
2019-02-25 13:20:00,1
2019-02-25 13:22:00,2
2019-02-25 13:23:00,1
2019-02-25 13:24:00,1
2019-02-25 13:26:00,3
2019-02-25 13:27:00,3
2019-02-25 13:29:00,2
2019-02-25 13:30:00,5
2019-02-25 13:31:00,4
2019-02-25 13:33:00,1
2019-02-25 13:34:00,1
2019-02-25 13:35:00,2
2019-02-25 13:36:00,3
2019-02-25 13:37:00,2
2019-02-25 13:38:00,2
2019-02-25 13:39:00,1
2019-02-25 13:41:00,5
2019-02-25 13:43:00,1
2019-02-25 13:44:00,2
2019-02-25 13:46:00,3
2019-02-25 13:48:00,1
2019-02-25 13:51:00,4
2019-02-25 13:53:00,2
2019-02-25 13:55:00,3
2019-02-25 13:58:00,2
2019-02-25 14:00:00,2
2019-02-25 14:02:00,2
2019-02-25 14:04:00,2
2019-02-25 14:06:00,1
2019-02-25 14:08:00,2
2019-02-25 14:10:00,4
2019-02-25 14:11:00,1
2019-02-25 14:12:00,2
2019-02-25 14:13:00,3
2019-02-25 14:15:00,1
2019-02-25 14:17:00,7
2019-02-25 14:19:00,4
2019-02-25 14:21:00,3
2019-02-25 14:23:00,1
2019-02-25 14:26:00,1
2019-02-25 14:28:00,1
2019-02-25 14:30:00,1
2019-02-25 14:32:00,2
2019-02-25 14:36:00,1
2019-02-25 14:37:00,1
2019-02-25 15:00:00,1
2019-02-25 19:30:00,1
2019-02-25 20:44:00,1
