19,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-02-25 00:10:00,1
2019-02-25 00:51:00,1
2019-02-25 01:08:00,1
2019-02-25 02:02:00,1
2019-02-25 03:26:00,1
2019-02-25 03:35:00,1
2019-02-25 04:40:00,1
2019-02-25 06:14:00,1
2019-02-25 06:44:00,1
2019-02-25 07:16:00,1
2019-02-25 07:30:00,1
2019-02-25 07:31:00,1
2019-02-25 10:02:00,1
2019-02-25 10:31:00,1
2019-02-25 11:41:00,1
2019-02-25 12:00:00,1
2019-02-25 12:51:00,1
2019-02-25 14:02:00,1
2019-02-25 14:45:00,1
