246,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-02-25 00:58:00,1
2019-02-25 01:00:00,1
2019-02-25 01:02:00,1
2019-02-25 01:04:00,1
2019-02-25 01:06:00,1
2019-02-25 01:10:00,1
2019-02-25 01:11:00,1
2019-02-25 01:13:00,1
2019-02-25 01:17:00,8
2019-02-25 01:18:00,1
2019-02-25 01:52:00,2
2019-02-25 01:53:00,1
2019-02-25 01:54:00,3
2019-02-25 01:55:00,1
2019-02-25 01:58:00,1
2019-02-25 02:02:00,1
2019-02-25 02:03:00,1
2019-02-25 02:07:00,9
2019-02-25 02:14:00,1
2019-02-25 02:15:00,1
2019-02-25 02:18:00,1
2019-02-25 02:23:00,1
2019-02-25 02:24:00,1
2019-02-25 02:25:00,1
2019-02-25 02:27:00,1
2019-02-25 02:59:00,1
2019-02-25 03:05:00,1
2019-02-25 03:06:00,1
2019-02-25 03:49:00,1
2019-02-25 03:50:00,9
2019-02-25 03:51:00,9
2019-02-25 03:58:00,1
2019-02-25 04:17:00,16
2019-02-25 04:18:00,2
2019-02-25 04:58:00,1
2019-02-25 05:58:00,1
2019-02-25 06:36:00,1
2019-02-25 06:58:00,1
2019-02-25 07:37:00,1
2019-02-25 07:55:00,1
2019-02-25 08:50:00,1
2019-02-25 08:57:00,1
2019-02-25 09:23:00,1
2019-02-25 09:57:00,1
2019-02-25 10:03:00,1
2019-02-25 10:57:00,1
2019-02-25 11:58:00,1
2019-02-25 12:17:00,9
2019-02-25 12:23:00,2
2019-02-25 12:24:00,1
2019-02-25 12:28:00,1
2019-02-25 12:33:00,1
2019-02-25 12:34:00,1
2019-02-25 12:57:00,1
2019-02-25 13:01:00,1
2019-02-25 13:02:00,2
2019-02-25 13:04:00,1
2019-02-25 13:23:00,9
2019-02-25 13:57:00,1
2019-02-25 14:59:00,1
2019-02-25 15:10:00,9
2019-02-25 15:58:00,91
2019-02-25 16:55:00,1
2019-02-25 16:58:00,1
2019-02-25 17:57:00,1
2019-02-25 18:57:00,1
2019-02-25 19:58:00,1
2019-02-25 20:16:00,4
2019-02-25 20:17:00,5
2019-02-25 20:58:00,1
2019-02-25 21:57:00,1
2019-02-25 22:58:00,1
2019-02-25 23:58:00,1
