95,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-25 07:35:00,3
2019-02-25 07:40:00,2
2019-02-25 10:05:00,10
2019-02-25 10:10:00,7
2019-02-25 10:35:00,7
2019-02-25 10:40:00,3
2019-02-25 11:35:00,8
2019-02-25 11:40:00,6
2019-02-25 12:35:00,15
2019-02-25 12:40:00,1
2019-02-25 14:04:00,1
2019-02-25 14:05:00,7
2019-02-25 14:06:00,1
2019-02-25 14:07:00,1
2019-02-25 14:09:00,1
2019-02-25 14:35:00,12
2019-02-25 14:40:00,2
2019-02-25 19:05:00,1
2019-02-25 22:35:00,5
2019-02-25 22:40:00,1
2019-02-25 23:05:00,1
