2,"SELECT  s.bestObjID, s.ra, s.dec, s.plate, s.mjd, s.fiberID, s.z, s.zErr, s.z_noqso, s.zErr_noqso,          s.class, s.subclass, dbo.fPhotoFlags(&&&), dbo.fPhotoFlags(&&&)         into  mydb.emp1#_BOSS_s         from SpecObj as s         WHERE (s.class_noqso=&&& )"
2019-02-25 04:42:00,1
2019-02-25 04:43:00,1
