34,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-02-25 01:49:00,1
2019-02-25 02:53:00,1
2019-02-25 05:53:00,1
2019-02-25 07:41:00,7
2019-02-25 07:42:00,6
2019-02-25 08:10:00,1
2019-02-25 08:49:00,1
2019-02-25 10:07:00,1
2019-02-25 15:43:00,1
2019-02-25 18:04:00,1
2019-02-25 18:06:00,1
2019-02-25 18:07:00,1
2019-02-25 18:08:00,1
2019-02-25 18:40:00,1
2019-02-25 18:43:00,2
2019-02-25 19:31:00,1
2019-02-25 19:32:00,3
2019-02-25 20:56:00,2
2019-02-25 23:06:00,1
