58,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-02-25 01:44:00,1
2019-02-25 02:02:00,1
2019-02-25 02:59:00,1
2019-02-25 03:01:00,1
2019-02-25 03:14:00,1
2019-02-25 06:02:00,2
2019-02-25 11:43:00,1
2019-02-25 11:46:00,1
2019-02-25 12:05:00,1
2019-02-25 12:13:00,1
2019-02-25 13:10:00,1
2019-02-25 13:21:00,1
2019-02-25 13:24:00,1
2019-02-25 13:34:00,1
2019-02-25 13:51:00,1
2019-02-25 13:55:00,1
2019-02-25 13:59:00,2
2019-02-25 14:03:00,2
2019-02-25 14:23:00,1
2019-02-25 15:04:00,1
2019-02-25 15:11:00,1
2019-02-25 15:16:00,1
2019-02-25 15:28:00,1
2019-02-25 15:44:00,1
2019-02-25 15:50:00,1
2019-02-25 16:20:00,1
2019-02-25 16:23:00,1
2019-02-25 16:30:00,1
2019-02-25 16:35:00,1
2019-02-25 17:13:00,1
2019-02-25 17:16:00,1
2019-02-25 17:22:00,3
2019-02-25 17:27:00,1
2019-02-25 17:32:00,1
2019-02-25 17:38:00,2
2019-02-25 17:42:00,1
2019-02-25 17:44:00,1
2019-02-25 17:45:00,1
2019-02-25 17:51:00,1
2019-02-25 17:52:00,1
2019-02-25 17:59:00,1
2019-02-25 18:04:00,1
2019-02-25 19:00:00,1
2019-02-25 19:36:00,1
2019-02-25 20:04:00,1
2019-02-25 20:11:00,1
2019-02-25 21:53:00,1
2019-02-25 21:55:00,1
2019-02-25 21:56:00,1
2019-02-25 22:00:00,1
2019-02-25 22:02:00,1
2019-02-25 22:16:00,1
