8,"SELECT TOP # p.objid, p.ra,p.dec,p.petror9#_r, p.dered_g, s.z as z_spec, s.zErr, p.r, zns.nvote, zns.p_el as elliptical, zns.p_cw as spiralclock, zns.p_acw as spiralanticlock, zns.p_edge as edgeon, zns.p_dk as dontknow, zns.p_mg as merger   FROM Galaxy as p    JOIN ZooNoSpec AS zns ON p.objid = zns.objid    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.clean=# and zns.nvote >= # and zns.p_el > # and s.z between # and #"
2019-02-25 13:35:00,1
2019-02-25 13:41:00,1
2019-02-25 13:43:00,1
2019-02-25 13:45:00,1
2019-02-25 13:47:00,1
2019-02-25 13:48:00,2
2019-02-25 13:49:00,1
