9,select * into MyTable from DR1#.zooSpec as Zoo
2019-02-25 23:37:00,2
2019-02-25 23:38:00,2
2019-02-25 23:42:00,2
2019-02-25 23:45:00,2
2019-02-25 23:46:00,1
