264,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-08-07 02:19:00,1
2019-08-07 04:58:00,1
2019-08-07 05:02:00,1
2019-08-07 05:08:00,1
2019-08-07 05:13:00,1
2019-08-07 05:19:00,1
2019-08-07 05:27:00,1
2019-08-07 05:30:00,1
2019-08-07 05:32:00,1
2019-08-07 05:34:00,1
2019-08-07 05:36:00,1
2019-08-07 05:38:00,1
2019-08-07 05:41:00,1
2019-08-07 05:44:00,1
2019-08-07 05:48:00,1
2019-08-07 05:51:00,1
2019-08-07 05:54:00,1
2019-08-07 05:56:00,1
2019-08-07 05:58:00,1
2019-08-07 06:01:00,1
2019-08-07 06:03:00,1
2019-08-07 06:06:00,1
2019-08-07 06:09:00,1
2019-08-07 06:12:00,1
2019-08-07 06:15:00,1
2019-08-07 06:16:00,1
2019-08-07 06:20:00,1
2019-08-07 06:24:00,1
2019-08-07 06:27:00,1
2019-08-07 06:32:00,1
2019-08-07 06:35:00,1
2019-08-07 06:39:00,1
2019-08-07 06:42:00,1
2019-08-07 06:45:00,1
2019-08-07 06:48:00,1
2019-08-07 06:51:00,1
2019-08-07 06:55:00,1
2019-08-07 07:00:00,2
2019-08-07 07:04:00,1
2019-08-07 07:08:00,1
2019-08-07 07:13:00,1
2019-08-07 07:16:00,1
2019-08-07 07:19:00,1
2019-08-07 07:24:00,1
2019-08-07 07:27:00,1
2019-08-07 07:31:00,1
2019-08-07 07:34:00,1
2019-08-07 07:38:00,1
2019-08-07 07:41:00,1
2019-08-07 07:45:00,1
2019-08-07 07:48:00,1
2019-08-07 07:52:00,1
2019-08-07 07:56:00,1
2019-08-07 07:59:00,1
2019-08-07 08:03:00,1
2019-08-07 08:06:00,1
2019-08-07 08:10:00,1
2019-08-07 08:12:00,1
2019-08-07 08:15:00,1
2019-08-07 08:19:00,1
2019-08-07 08:23:00,1
2019-08-07 08:26:00,1
2019-08-07 08:30:00,1
2019-08-07 08:35:00,1
2019-08-07 08:38:00,1
2019-08-07 08:42:00,1
2019-08-07 08:45:00,1
2019-08-07 08:49:00,1
2019-08-07 08:53:00,1
2019-08-07 08:56:00,1
2019-08-07 08:59:00,1
2019-08-07 09:02:00,1
2019-08-07 09:07:00,1
2019-08-07 09:10:00,1
2019-08-07 09:13:00,1
2019-08-07 09:16:00,1
2019-08-07 09:20:00,1
2019-08-07 09:22:00,1
2019-08-07 09:26:00,1
2019-08-07 09:29:00,1
2019-08-07 09:33:00,1
2019-08-07 09:36:00,1
2019-08-07 09:40:00,2
2019-08-07 09:43:00,2
2019-08-07 09:47:00,1
2019-08-07 09:51:00,1
2019-08-07 09:54:00,1
2019-08-07 09:58:00,1
2019-08-07 10:01:00,1
2019-08-07 10:05:00,1
2019-08-07 10:08:00,1
2019-08-07 10:12:00,1
2019-08-07 10:16:00,1
2019-08-07 10:19:00,1
2019-08-07 10:23:00,1
2019-08-07 10:26:00,1
2019-08-07 10:31:00,1
2019-08-07 10:34:00,1
2019-08-07 10:38:00,1
2019-08-07 10:41:00,1
2019-08-07 10:45:00,1
2019-08-07 10:48:00,1
2019-08-07 10:52:00,1
2019-08-07 10:55:00,1
2019-08-07 10:59:00,1
2019-08-07 11:02:00,1
2019-08-07 11:05:00,1
2019-08-07 11:09:00,1
2019-08-07 11:12:00,1
2019-08-07 11:16:00,1
2019-08-07 11:19:00,1
2019-08-07 11:22:00,1
2019-08-07 11:26:00,1
2019-08-07 11:29:00,1
2019-08-07 11:33:00,1
2019-08-07 11:36:00,1
2019-08-07 11:40:00,1
2019-08-07 11:43:00,1
2019-08-07 11:47:00,1
2019-08-07 11:50:00,1
2019-08-07 11:54:00,1
2019-08-07 11:57:00,1
2019-08-07 12:04:00,1
2019-08-07 12:07:00,1
2019-08-07 12:10:00,1
2019-08-07 12:14:00,1
2019-08-07 12:17:00,1
2019-08-07 12:21:00,1
2019-08-07 12:24:00,1
2019-08-07 12:28:00,1
2019-08-07 12:31:00,1
2019-08-07 12:34:00,1
2019-08-07 12:38:00,1
2019-08-07 12:41:00,1
2019-08-07 12:44:00,1
2019-08-07 12:47:00,1
2019-08-07 12:50:00,1
2019-08-07 12:54:00,1
2019-08-07 12:57:00,1
2019-08-07 13:00:00,1
2019-08-07 13:03:00,1
2019-08-07 13:06:00,1
2019-08-07 13:09:00,1
2019-08-07 13:12:00,1
2019-08-07 13:15:00,1
2019-08-07 13:18:00,1
2019-08-07 13:21:00,1
2019-08-07 13:25:00,1
2019-08-07 13:28:00,1
2019-08-07 13:32:00,1
2019-08-07 13:36:00,1
2019-08-07 13:40:00,1
2019-08-07 13:43:00,1
2019-08-07 13:46:00,1
2019-08-07 13:49:00,1
2019-08-07 13:53:00,1
2019-08-07 13:56:00,1
2019-08-07 13:59:00,1
2019-08-07 14:03:00,1
2019-08-07 14:06:00,1
2019-08-07 14:09:00,1
2019-08-07 14:12:00,1
2019-08-07 14:15:00,1
2019-08-07 14:19:00,1
2019-08-07 14:22:00,1
2019-08-07 14:25:00,1
2019-08-07 14:29:00,1
2019-08-07 14:32:00,1
2019-08-07 14:36:00,1
2019-08-07 14:39:00,1
2019-08-07 14:42:00,1
2019-08-07 14:46:00,1
2019-08-07 14:49:00,1
2019-08-07 14:52:00,1
2019-08-07 14:55:00,1
2019-08-07 14:58:00,1
2019-08-07 15:01:00,1
