104,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-08-07 00:03:00,1
2019-08-07 00:10:00,1
2019-08-07 00:17:00,1
2019-08-07 00:21:00,1
2019-08-07 00:26:00,1
2019-08-07 00:30:00,1
2019-08-07 00:38:00,1
2019-08-07 00:42:00,1
2019-08-07 00:48:00,1
2019-08-07 00:53:00,1
2019-08-07 01:00:00,1
2019-08-07 01:12:00,1
2019-08-07 01:18:00,1
2019-08-07 01:23:00,1
2019-08-07 01:29:00,1
2019-08-07 01:36:00,2
2019-08-07 01:41:00,1
2019-08-07 02:07:00,1
2019-08-07 02:18:00,2
2019-08-07 02:22:00,1
2019-08-07 02:25:00,1
2019-08-07 02:30:00,1
2019-08-07 02:35:00,1
2019-08-07 02:41:00,1
2019-08-07 02:51:00,1
2019-08-07 02:57:00,1
2019-08-07 03:04:00,1
2019-08-07 03:15:00,1
2019-08-07 03:18:00,1
2019-08-07 03:23:00,1
2019-08-07 03:31:00,1
2019-08-07 03:36:00,1
2019-08-07 03:41:00,1
2019-08-07 03:46:00,1
2019-08-07 03:50:00,1
2019-08-07 03:53:00,1
2019-08-07 03:58:00,1
2019-08-07 04:01:00,1
2019-08-07 08:33:00,1
2019-08-07 08:41:00,1
2019-08-07 09:38:00,1
2019-08-07 09:43:00,1
2019-08-07 12:22:00,1
2019-08-07 12:30:00,1
2019-08-07 12:35:00,1
2019-08-07 13:20:00,1
2019-08-07 13:38:00,1
2019-08-07 13:54:00,1
2019-08-07 14:08:00,1
2019-08-07 14:15:00,1
2019-08-07 14:21:00,1
2019-08-07 14:22:00,1
2019-08-07 15:21:00,1
2019-08-07 15:32:00,1
2019-08-07 15:38:00,1
2019-08-07 16:23:00,1
2019-08-07 16:28:00,1
2019-08-07 16:29:00,1
2019-08-07 16:35:00,1
2019-08-07 16:42:00,1
2019-08-07 16:50:00,1
2019-08-07 16:57:00,1
2019-08-07 17:03:00,1
2019-08-07 17:12:00,1
2019-08-07 17:38:00,1
2019-08-07 17:45:00,1
2019-08-07 17:52:00,1
2019-08-07 18:05:00,1
2019-08-07 18:14:00,1
2019-08-07 18:27:00,1
2019-08-07 18:36:00,1
2019-08-07 18:45:00,1
2019-08-07 18:53:00,1
2019-08-07 19:00:00,1
2019-08-07 19:05:00,1
2019-08-07 19:08:00,1
2019-08-07 19:13:00,1
2019-08-07 19:16:00,1
2019-08-07 19:28:00,1
2019-08-07 19:36:00,1
2019-08-07 19:41:00,1
2019-08-07 19:46:00,1
2019-08-07 19:49:00,1
2019-08-07 19:53:00,1
2019-08-07 19:59:00,1
2019-08-07 20:01:00,1
2019-08-07 20:15:00,1
2019-08-07 20:25:00,1
2019-08-07 20:29:00,1
2019-08-07 20:38:00,1
2019-08-07 20:51:00,1
2019-08-07 20:56:00,1
2019-08-07 21:03:00,1
2019-08-07 21:05:00,1
2019-08-07 21:13:00,1
2019-08-07 21:40:00,1
2019-08-07 22:34:00,1
2019-08-07 22:58:00,1
2019-08-07 23:17:00,1
2019-08-07 23:29:00,1
2019-08-07 23:36:00,1
2019-08-07 23:58:00,1
