8,SELECT * FROM cluster_#_spec
2019-08-07 09:05:00,2
2019-08-07 09:06:00,1
2019-08-07 09:07:00,1
2019-08-07 09:08:00,2
2019-08-07 09:09:00,1
2019-08-07 15:34:00,1
