260,select * from stellarMassStarformingPort where specObjId=#
2019-08-07 03:56:00,1
2019-08-07 05:02:00,1
2019-08-07 05:07:00,1
2019-08-07 05:13:00,1
2019-08-07 05:19:00,1
2019-08-07 05:25:00,1
2019-08-07 05:29:00,1
2019-08-07 05:31:00,1
2019-08-07 05:33:00,1
2019-08-07 05:36:00,1
2019-08-07 05:37:00,1
2019-08-07 05:40:00,1
2019-08-07 05:43:00,1
2019-08-07 05:46:00,1
2019-08-07 05:50:00,1
2019-08-07 05:53:00,1
2019-08-07 05:56:00,1
2019-08-07 05:58:00,1
2019-08-07 06:01:00,1
2019-08-07 06:03:00,1
2019-08-07 06:09:00,1
2019-08-07 06:12:00,1
2019-08-07 06:15:00,1
2019-08-07 06:20:00,1
2019-08-07 06:23:00,1
2019-08-07 06:27:00,1
2019-08-07 06:30:00,1
2019-08-07 06:34:00,1
2019-08-07 06:38:00,1
2019-08-07 06:41:00,1
2019-08-07 06:44:00,1
2019-08-07 06:47:00,1
2019-08-07 06:51:00,1
2019-08-07 06:54:00,1
2019-08-07 07:00:00,1
2019-08-07 07:03:00,1
2019-08-07 07:07:00,1
2019-08-07 07:12:00,1
2019-08-07 07:15:00,1
2019-08-07 07:18:00,1
2019-08-07 07:23:00,1
2019-08-07 07:27:00,1
2019-08-07 07:30:00,1
2019-08-07 07:33:00,1
2019-08-07 07:37:00,1
2019-08-07 07:40:00,1
2019-08-07 07:44:00,1
2019-08-07 07:47:00,1
2019-08-07 07:51:00,1
2019-08-07 07:55:00,1
2019-08-07 07:58:00,1
2019-08-07 08:02:00,1
2019-08-07 08:06:00,1
2019-08-07 08:09:00,1
2019-08-07 08:11:00,1
2019-08-07 08:15:00,1
2019-08-07 08:19:00,1
2019-08-07 08:22:00,1
2019-08-07 08:26:00,1
2019-08-07 08:29:00,1
2019-08-07 08:33:00,1
2019-08-07 08:38:00,1
2019-08-07 08:41:00,1
2019-08-07 08:45:00,1
2019-08-07 08:48:00,1
2019-08-07 08:52:00,1
2019-08-07 08:55:00,1
2019-08-07 08:58:00,1
2019-08-07 09:01:00,1
2019-08-07 09:06:00,1
2019-08-07 09:10:00,1
2019-08-07 09:12:00,1
2019-08-07 09:15:00,1
2019-08-07 09:19:00,1
2019-08-07 09:22:00,1
2019-08-07 09:25:00,1
2019-08-07 09:28:00,1
2019-08-07 09:32:00,1
2019-08-07 09:35:00,1
2019-08-07 09:39:00,1
2019-08-07 09:40:00,1
2019-08-07 09:42:00,2
2019-08-07 09:46:00,1
2019-08-07 09:50:00,1
2019-08-07 09:53:00,1
2019-08-07 09:57:00,1
2019-08-07 10:00:00,1
2019-08-07 10:04:00,1
2019-08-07 10:07:00,1
2019-08-07 10:11:00,1
2019-08-07 10:15:00,1
2019-08-07 10:18:00,1
2019-08-07 10:22:00,1
2019-08-07 10:26:00,1
2019-08-07 10:30:00,1
2019-08-07 10:33:00,1
2019-08-07 10:37:00,1
2019-08-07 10:40:00,1
2019-08-07 10:44:00,1
2019-08-07 10:47:00,1
2019-08-07 10:51:00,1
2019-08-07 10:55:00,1
2019-08-07 10:58:00,1
2019-08-07 11:01:00,1
2019-08-07 11:04:00,1
2019-08-07 11:08:00,1
2019-08-07 11:11:00,1
2019-08-07 11:15:00,1
2019-08-07 11:18:00,1
2019-08-07 11:21:00,1
2019-08-07 11:25:00,1
2019-08-07 11:28:00,1
2019-08-07 11:32:00,1
2019-08-07 11:35:00,1
2019-08-07 11:39:00,1
2019-08-07 11:42:00,1
2019-08-07 11:46:00,1
2019-08-07 11:50:00,1
2019-08-07 11:53:00,1
2019-08-07 11:56:00,1
2019-08-07 12:03:00,1
2019-08-07 12:07:00,1
2019-08-07 12:10:00,1
2019-08-07 12:13:00,1
2019-08-07 12:17:00,1
2019-08-07 12:20:00,1
2019-08-07 12:24:00,1
2019-08-07 12:27:00,1
2019-08-07 12:30:00,1
2019-08-07 12:34:00,1
2019-08-07 12:37:00,1
2019-08-07 12:40:00,1
2019-08-07 12:43:00,1
2019-08-07 12:47:00,1
2019-08-07 12:50:00,1
2019-08-07 12:53:00,1
2019-08-07 12:56:00,1
2019-08-07 12:59:00,1
2019-08-07 13:02:00,1
2019-08-07 13:05:00,1
2019-08-07 13:08:00,1
2019-08-07 13:11:00,1
2019-08-07 13:15:00,1
2019-08-07 13:17:00,1
2019-08-07 13:21:00,1
2019-08-07 13:24:00,1
2019-08-07 13:27:00,1
2019-08-07 13:31:00,1
2019-08-07 13:35:00,1
2019-08-07 13:39:00,1
2019-08-07 13:42:00,1
2019-08-07 13:46:00,1
2019-08-07 13:49:00,1
2019-08-07 13:52:00,1
2019-08-07 13:55:00,1
2019-08-07 13:59:00,1
2019-08-07 14:02:00,1
2019-08-07 14:05:00,1
2019-08-07 14:08:00,1
2019-08-07 14:11:00,1
2019-08-07 14:15:00,1
2019-08-07 14:18:00,1
2019-08-07 14:22:00,1
2019-08-07 14:25:00,1
2019-08-07 14:28:00,1
2019-08-07 14:31:00,1
2019-08-07 14:35:00,1
2019-08-07 14:38:00,1
2019-08-07 14:42:00,1
2019-08-07 14:45:00,1
2019-08-07 14:48:00,1
2019-08-07 14:51:00,1
2019-08-07 14:54:00,1
2019-08-07 14:57:00,1
2019-08-07 15:01:00,1
2019-08-07 15:04:00,1
2019-08-07 15:07:00,1
2019-08-07 15:11:00,1
2019-08-07 15:14:00,1
2019-08-07 15:18:00,1
2019-08-07 15:21:00,1
2019-08-07 15:24:00,1
2019-08-07 15:28:00,1
2019-08-07 15:32:00,1
2019-08-07 15:34:00,1
2019-08-07 15:38:00,1
2019-08-07 15:41:00,1
2019-08-07 15:44:00,1
2019-08-07 15:47:00,1
2019-08-07 15:50:00,1
2019-08-07 15:53:00,1
2019-08-07 15:56:00,1
2019-08-07 16:00:00,1
2019-08-07 16:03:00,1
2019-08-07 16:06:00,1
2019-08-07 16:09:00,1
2019-08-07 16:12:00,1
2019-08-07 16:15:00,1
2019-08-07 16:19:00,1
2019-08-07 16:22:00,1
2019-08-07 16:25:00,1
2019-08-07 16:28:00,1
2019-08-07 16:31:00,1
2019-08-07 16:35:00,1
2019-08-07 16:38:00,1
2019-08-07 16:41:00,1
2019-08-07 16:44:00,1
2019-08-07 16:47:00,1
2019-08-07 16:51:00,1
2019-08-07 16:55:00,1
2019-08-07 16:58:00,1
2019-08-07 17:01:00,1
2019-08-07 17:04:00,1
2019-08-07 17:08:00,1
2019-08-07 17:11:00,1
2019-08-07 17:15:00,1
2019-08-07 17:18:00,1
2019-08-07 17:22:00,1
2019-08-07 17:26:00,1
2019-08-07 17:29:00,1
2019-08-07 17:33:00,1
2019-08-07 17:37:00,1
2019-08-07 17:40:00,1
2019-08-07 17:44:00,1
2019-08-07 17:47:00,1
2019-08-07 17:51:00,1
2019-08-07 17:55:00,1
2019-08-07 17:59:00,1
2019-08-07 18:02:00,1
2019-08-07 18:06:00,1
2019-08-07 18:09:00,1
2019-08-07 18:13:00,1
2019-08-07 18:16:00,1
2019-08-07 18:20:00,1
2019-08-07 18:24:00,1
2019-08-07 18:28:00,1
2019-08-07 18:31:00,1
2019-08-07 18:35:00,1
2019-08-07 18:39:00,1
2019-08-07 18:42:00,1
2019-08-07 18:47:00,1
2019-08-07 18:50:00,1
2019-08-07 18:55:00,1
2019-08-07 18:59:00,1
2019-08-07 19:02:00,1
2019-08-07 19:07:00,1
2019-08-07 19:11:00,1
2019-08-07 19:15:00,1
2019-08-07 19:18:00,1
2019-08-07 19:22:00,1
2019-08-07 19:26:00,1
2019-08-07 19:29:00,1
2019-08-07 19:34:00,1
2019-08-07 19:37:00,1
2019-08-07 19:40:00,1
2019-08-07 19:44:00,1
2019-08-07 19:47:00,1
2019-08-07 19:50:00,1
2019-08-07 21:21:00,1
