187,SELECT * FROM gaia_source WHERE source_id = # or source_id = #
2019-08-07 12:48:00,1
2019-08-07 13:50:00,24
2019-08-07 13:51:00,19
2019-08-07 13:53:00,22
2019-08-07 13:54:00,21
2019-08-07 14:33:00,7
2019-08-07 14:34:00,7
2019-08-07 14:52:00,3
2019-08-07 14:53:00,33
2019-08-07 14:54:00,7
2019-08-07 15:29:00,17
2019-08-07 15:30:00,26
