43,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-07 00:09:00,1
2019-08-07 00:42:00,1
2019-08-07 01:28:00,9
2019-08-07 01:29:00,1
2019-08-07 02:43:00,1
2019-08-07 03:00:00,1
2019-08-07 03:02:00,1
2019-08-07 04:30:00,1
2019-08-07 04:42:00,1
2019-08-07 06:32:00,1
2019-08-07 06:55:00,1
2019-08-07 11:57:00,3
2019-08-07 11:58:00,6
2019-08-07 12:01:00,2
2019-08-07 14:33:00,1
2019-08-07 14:40:00,1
2019-08-07 14:41:00,3
2019-08-07 14:42:00,1
2019-08-07 14:45:00,2
2019-08-07 15:39:00,1
2019-08-07 15:52:00,1
2019-08-07 18:42:00,1
2019-08-07 22:34:00,1
2019-08-07 23:19:00,1
