295,select * from Field where fieldId=#
2019-08-07 02:36:00,1
2019-08-07 02:46:00,1
2019-08-07 03:14:00,1
2019-08-07 03:15:00,1
2019-08-07 03:32:00,1
2019-08-07 04:44:00,1
2019-08-07 04:58:00,1
2019-08-07 05:02:00,1
2019-08-07 05:08:00,1
2019-08-07 05:09:00,1
2019-08-07 05:18:00,1
2019-08-07 05:24:00,1
2019-08-07 05:28:00,1
2019-08-07 05:31:00,1
2019-08-07 05:32:00,1
2019-08-07 05:34:00,1
2019-08-07 05:35:00,1
2019-08-07 05:37:00,1
2019-08-07 05:39:00,1
2019-08-07 05:42:00,1
2019-08-07 05:45:00,1
2019-08-07 05:49:00,1
2019-08-07 05:52:00,1
2019-08-07 05:55:00,1
2019-08-07 05:57:00,1
2019-08-07 05:59:00,1
2019-08-07 06:02:00,1
2019-08-07 06:04:00,1
2019-08-07 06:07:00,1
2019-08-07 06:10:00,1
2019-08-07 06:12:00,1
2019-08-07 06:13:00,1
2019-08-07 06:17:00,1
2019-08-07 06:21:00,1
2019-08-07 06:25:00,1
2019-08-07 06:29:00,1
2019-08-07 06:33:00,1
2019-08-07 06:36:00,1
2019-08-07 06:39:00,1
2019-08-07 06:43:00,1
2019-08-07 06:46:00,1
2019-08-07 06:49:00,1
2019-08-07 06:52:00,1
2019-08-07 06:57:00,1
2019-08-07 07:01:00,1
2019-08-07 07:05:00,1
2019-08-07 07:10:00,1
2019-08-07 07:13:00,1
2019-08-07 07:16:00,1
2019-08-07 07:17:00,1
2019-08-07 07:21:00,1
2019-08-07 07:25:00,1
2019-08-07 07:28:00,1
2019-08-07 07:32:00,1
2019-08-07 07:35:00,1
2019-08-07 07:39:00,1
2019-08-07 07:42:00,1
2019-08-07 07:46:00,1
2019-08-07 07:50:00,1
2019-08-07 07:53:00,1
2019-08-07 07:57:00,1
2019-08-07 08:00:00,1
2019-08-07 08:04:00,1
2019-08-07 08:07:00,1
2019-08-07 08:10:00,1
2019-08-07 08:13:00,2
2019-08-07 08:17:00,1
2019-08-07 08:20:00,1
2019-08-07 08:22:00,1
2019-08-07 08:25:00,1
2019-08-07 08:27:00,1
2019-08-07 08:31:00,1
2019-08-07 08:36:00,1
2019-08-07 08:40:00,1
2019-08-07 08:43:00,1
2019-08-07 08:46:00,1
2019-08-07 08:50:00,1
2019-08-07 08:54:00,1
2019-08-07 08:57:00,1
2019-08-07 09:00:00,1
2019-08-07 09:04:00,1
2019-08-07 09:08:00,1
2019-08-07 09:11:00,1
2019-08-07 09:14:00,1
2019-08-07 09:16:00,1
2019-08-07 09:17:00,1
2019-08-07 09:21:00,1
2019-08-07 09:24:00,1
2019-08-07 09:26:00,1
2019-08-07 09:30:00,1
2019-08-07 09:34:00,1
2019-08-07 09:37:00,1
