160,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-07 12:43:00,6
2019-08-07 12:44:00,22
2019-08-07 12:45:00,4
2019-08-07 12:46:00,22
2019-08-07 12:47:00,6
2019-08-07 12:48:00,18
2019-08-07 12:49:00,12
2019-08-07 12:50:00,15
2019-08-07 12:51:00,15
2019-08-07 13:06:00,2
2019-08-07 13:07:00,6
2019-08-07 13:08:00,2
2019-08-07 13:09:00,8
2019-08-07 13:10:00,2
2019-08-07 13:11:00,8
2019-08-07 13:12:00,2
2019-08-07 13:13:00,6
2019-08-07 13:14:00,4
