273,select * from sppLines where specObjId=#
2019-08-07 00:18:00,1
2019-08-07 05:00:00,1
2019-08-07 05:07:00,1
2019-08-07 05:13:00,1
2019-08-07 05:19:00,1
2019-08-07 05:24:00,1
2019-08-07 05:28:00,1
2019-08-07 05:31:00,1
2019-08-07 05:33:00,1
2019-08-07 05:35:00,1
2019-08-07 05:37:00,1
2019-08-07 05:40:00,1
2019-08-07 05:43:00,1
2019-08-07 05:45:00,1
2019-08-07 05:49:00,1
2019-08-07 05:53:00,1
2019-08-07 05:55:00,1
2019-08-07 05:57:00,1
2019-08-07 06:00:00,1
2019-08-07 06:02:00,1
2019-08-07 06:05:00,1
2019-08-07 06:08:00,1
2019-08-07 06:11:00,1
2019-08-07 06:14:00,1
2019-08-07 06:18:00,1
2019-08-07 06:23:00,1
2019-08-07 06:26:00,1
2019-08-07 06:30:00,1
2019-08-07 06:34:00,1
2019-08-07 06:37:00,1
2019-08-07 06:40:00,1
2019-08-07 06:44:00,1
2019-08-07 06:47:00,1
2019-08-07 06:50:00,1
2019-08-07 06:53:00,1
2019-08-07 06:59:00,1
2019-08-07 07:02:00,1
2019-08-07 07:07:00,1
2019-08-07 07:11:00,1
2019-08-07 07:14:00,1
2019-08-07 07:18:00,1
2019-08-07 07:22:00,1
2019-08-07 07:26:00,1
2019-08-07 07:30:00,1
2019-08-07 07:32:00,1
2019-08-07 07:36:00,1
2019-08-07 07:40:00,1
2019-08-07 07:43:00,1
2019-08-07 07:47:00,1
2019-08-07 07:51:00,1
2019-08-07 07:55:00,1
2019-08-07 07:58:00,1
2019-08-07 08:01:00,1
2019-08-07 08:05:00,1
2019-08-07 08:08:00,1
2019-08-07 08:11:00,1
2019-08-07 08:15:00,1
2019-08-07 08:18:00,1
2019-08-07 08:21:00,1
2019-08-07 08:25:00,1
2019-08-07 08:28:00,1
2019-08-07 08:32:00,1
2019-08-07 08:37:00,1
2019-08-07 08:40:00,1
2019-08-07 08:44:00,1
2019-08-07 08:45:00,1
2019-08-07 08:47:00,1
2019-08-07 08:51:00,1
2019-08-07 08:55:00,1
2019-08-07 08:58:00,1
2019-08-07 09:01:00,1
2019-08-07 09:05:00,1
2019-08-07 09:09:00,1
2019-08-07 09:12:00,1
2019-08-07 09:15:00,1
2019-08-07 09:18:00,1
2019-08-07 09:21:00,1
2019-08-07 09:24:00,1
2019-08-07 09:27:00,1
2019-08-07 09:31:00,1
2019-08-07 09:35:00,1
2019-08-07 09:38:00,1
2019-08-07 09:39:00,1
2019-08-07 09:42:00,2
2019-08-07 09:45:00,1
2019-08-07 09:49:00,1
2019-08-07 09:53:00,1
2019-08-07 09:56:00,1
2019-08-07 10:00:00,1
2019-08-07 10:03:00,1
2019-08-07 10:06:00,1
2019-08-07 10:10:00,1
2019-08-07 10:14:00,1
2019-08-07 10:17:00,1
2019-08-07 10:21:00,1
2019-08-07 10:25:00,1
2019-08-07 10:29:00,1
2019-08-07 10:33:00,1
2019-08-07 10:35:00,1
2019-08-07 10:36:00,1
2019-08-07 10:40:00,1
2019-08-07 10:43:00,1
2019-08-07 10:47:00,1
2019-08-07 10:50:00,1
2019-08-07 10:54:00,1
2019-08-07 10:57:00,1
2019-08-07 11:00:00,1
2019-08-07 11:04:00,1
2019-08-07 11:07:00,1
2019-08-07 11:10:00,1
2019-08-07 11:14:00,1
2019-08-07 11:17:00,1
2019-08-07 11:21:00,1
2019-08-07 11:24:00,1
2019-08-07 11:28:00,1
2019-08-07 11:31:00,1
2019-08-07 11:35:00,1
2019-08-07 11:38:00,1
2019-08-07 11:42:00,1
2019-08-07 11:45:00,1
2019-08-07 11:49:00,1
2019-08-07 11:52:00,1
2019-08-07 11:56:00,1
2019-08-07 12:03:00,1
2019-08-07 12:06:00,1
2019-08-07 12:09:00,1
2019-08-07 12:12:00,1
2019-08-07 12:16:00,1
2019-08-07 12:19:00,1
2019-08-07 12:23:00,1
2019-08-07 12:26:00,1
2019-08-07 12:30:00,1
2019-08-07 12:33:00,1
2019-08-07 12:36:00,1
2019-08-07 12:40:00,1
2019-08-07 12:43:00,1
2019-08-07 12:46:00,1
2019-08-07 12:49:00,1
2019-08-07 12:52:00,1
2019-08-07 12:55:00,1
2019-08-07 12:59:00,1
2019-08-07 13:01:00,1
2019-08-07 13:04:00,1
2019-08-07 13:08:00,1
2019-08-07 13:11:00,1
2019-08-07 13:14:00,1
2019-08-07 13:17:00,1
2019-08-07 13:20:00,1
2019-08-07 13:23:00,1
2019-08-07 13:27:00,1
2019-08-07 13:30:00,1
2019-08-07 13:34:00,1
2019-08-07 13:38:00,1
2019-08-07 13:42:00,1
2019-08-07 13:45:00,1
2019-08-07 13:48:00,1
2019-08-07 13:52:00,1
2019-08-07 13:55:00,1
2019-08-07 13:58:00,1
2019-08-07 14:01:00,1
2019-08-07 14:04:00,1
2019-08-07 14:07:00,1
2019-08-07 14:10:00,1
2019-08-07 14:14:00,1
2019-08-07 14:17:00,1
2019-08-07 14:21:00,1
2019-08-07 14:24:00,1
2019-08-07 14:27:00,1
2019-08-07 14:31:00,1
2019-08-07 14:34:00,1
2019-08-07 14:37:00,1
2019-08-07 14:41:00,1
2019-08-07 14:44:00,1
2019-08-07 14:47:00,1
2019-08-07 14:51:00,1
2019-08-07 14:54:00,1
2019-08-07 14:57:00,1
2019-08-07 15:00:00,1
2019-08-07 15:03:00,1
2019-08-07 15:07:00,1
2019-08-07 15:11:00,1
2019-08-07 15:14:00,1
2019-08-07 15:17:00,1
2019-08-07 15:20:00,1
2019-08-07 15:24:00,1
2019-08-07 15:27:00,1
2019-08-07 15:31:00,1
2019-08-07 15:34:00,1
2019-08-07 15:37:00,1
2019-08-07 15:40:00,1
2019-08-07 15:43:00,1
2019-08-07 15:46:00,1
2019-08-07 15:50:00,1
2019-08-07 15:52:00,1
2019-08-07 15:53:00,1
2019-08-07 15:54:00,1
2019-08-07 15:56:00,1
2019-08-07 15:57:00,1
2019-08-07 15:59:00,1
2019-08-07 16:01:00,2
2019-08-07 16:02:00,1
2019-08-07 16:06:00,1
2019-08-07 16:09:00,5
2019-08-07 16:12:00,1
2019-08-07 16:15:00,1
2019-08-07 16:18:00,1
2019-08-07 16:21:00,1
2019-08-07 16:25:00,1
2019-08-07 16:28:00,1
2019-08-07 16:31:00,1
2019-08-07 16:34:00,1
2019-08-07 16:37:00,1
2019-08-07 16:41:00,1
2019-08-07 16:44:00,1
2019-08-07 16:47:00,1
2019-08-07 16:51:00,1
2019-08-07 16:54:00,1
2019-08-07 16:57:00,1
2019-08-07 17:00:00,1
2019-08-07 17:04:00,1
2019-08-07 17:11:00,1
2019-08-07 17:14:00,1
2019-08-07 17:18:00,1
2019-08-07 17:21:00,1
2019-08-07 17:25:00,1
2019-08-07 17:29:00,1
2019-08-07 17:33:00,1
2019-08-07 17:36:00,1
2019-08-07 17:40:00,1
2019-08-07 17:43:00,1
2019-08-07 17:47:00,1
2019-08-07 17:50:00,1
2019-08-07 17:54:00,1
2019-08-07 17:58:00,1
2019-08-07 18:02:00,1
2019-08-07 18:05:00,1
2019-08-07 18:08:00,1
2019-08-07 18:12:00,1
2019-08-07 18:16:00,1
2019-08-07 18:20:00,1
2019-08-07 18:23:00,1
2019-08-07 18:27:00,1
2019-08-07 18:31:00,1
2019-08-07 18:34:00,1
2019-08-07 18:38:00,1
2019-08-07 18:42:00,1
2019-08-07 18:46:00,1
2019-08-07 18:50:00,1
2019-08-07 18:54:00,1
2019-08-07 18:58:00,1
2019-08-07 19:02:00,1
2019-08-07 19:06:00,1
2019-08-07 19:09:00,1
2019-08-07 19:14:00,1
2019-08-07 19:16:00,1
2019-08-07 19:17:00,1
2019-08-07 19:21:00,1
2019-08-07 19:25:00,1
2019-08-07 19:29:00,1
2019-08-07 19:33:00,1
2019-08-07 19:36:00,1
2019-08-07 19:40:00,1
2019-08-07 19:43:00,2
2019-08-07 19:46:00,1
2019-08-07 19:49:00,1
2019-08-07 20:36:00,1
