545,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-08-07 14:04:00,1
2019-08-07 16:25:00,1
2019-08-07 16:37:00,3
2019-08-07 16:38:00,5
2019-08-07 16:39:00,8
2019-08-07 16:40:00,8
2019-08-07 16:41:00,9
2019-08-07 16:42:00,8
2019-08-07 16:43:00,7
2019-08-07 16:44:00,9
2019-08-07 16:45:00,8
2019-08-07 16:46:00,7
2019-08-07 16:47:00,8
2019-08-07 16:48:00,8
2019-08-07 16:49:00,8
2019-08-07 16:50:00,7
2019-08-07 16:51:00,8
2019-08-07 16:52:00,8
2019-08-07 16:53:00,8
2019-08-07 16:54:00,9
2019-08-07 16:55:00,9
2019-08-07 16:56:00,8
2019-08-07 16:57:00,8
2019-08-07 16:58:00,8
2019-08-07 16:59:00,9
2019-08-07 17:00:00,8
2019-08-07 17:01:00,9
2019-08-07 17:02:00,7
2019-08-07 17:03:00,8
2019-08-07 17:04:00,8
2019-08-07 17:05:00,8
2019-08-07 17:06:00,7
2019-08-07 17:07:00,6
2019-08-07 17:08:00,9
2019-08-07 17:09:00,8
2019-08-07 17:10:00,9
2019-08-07 17:11:00,8
2019-08-07 17:12:00,10
2019-08-07 17:13:00,8
2019-08-07 17:14:00,8
2019-08-07 17:15:00,8
2019-08-07 17:16:00,8
2019-08-07 17:17:00,8
2019-08-07 17:18:00,8
2019-08-07 17:19:00,9
2019-08-07 17:20:00,8
2019-08-07 17:21:00,8
2019-08-07 17:22:00,8
2019-08-07 17:23:00,8
2019-08-07 17:24:00,9
2019-08-07 17:25:00,9
2019-08-07 17:26:00,8
2019-08-07 17:27:00,8
2019-08-07 17:28:00,9
2019-08-07 17:29:00,9
2019-08-07 17:30:00,9
2019-08-07 17:31:00,9
2019-08-07 17:32:00,8
2019-08-07 17:33:00,8
2019-08-07 17:34:00,9
2019-08-07 17:35:00,8
2019-08-07 17:36:00,9
2019-08-07 17:37:00,8
2019-08-07 17:38:00,9
2019-08-07 17:39:00,8
2019-08-07 17:40:00,8
2019-08-07 17:41:00,8
2019-08-07 17:42:00,8
2019-08-07 17:43:00,9
2019-08-07 17:44:00,1
