758,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-08-07 16:14:00,1
2019-08-07 16:44:00,1
2019-08-07 16:50:00,1
2019-08-07 16:54:00,1
2019-08-07 16:59:00,1
2019-08-07 17:19:00,1
2019-08-07 17:23:00,1
2019-08-07 17:39:00,1
2019-08-07 17:49:00,1
2019-08-07 17:53:00,1
2019-08-07 18:02:00,1
2019-08-07 18:03:00,1
2019-08-07 18:05:00,1
2019-08-07 18:06:00,1
2019-08-07 18:10:00,2
2019-08-07 18:11:00,1
2019-08-07 18:12:00,2
2019-08-07 18:25:00,2
2019-08-07 18:31:00,5
2019-08-07 18:33:00,21
2019-08-07 18:41:00,1
2019-08-07 18:42:00,40
2019-08-07 18:57:00,13
2019-08-07 18:58:00,27
2019-08-07 19:01:00,5
2019-08-07 19:02:00,4
2019-08-07 19:06:00,12
2019-08-07 19:07:00,68
2019-08-07 19:08:00,65
2019-08-07 19:09:00,34
2019-08-07 19:16:00,5
2019-08-07 19:17:00,40
2019-08-07 19:43:00,4
2019-08-07 19:44:00,2
2019-08-07 19:46:00,1
2019-08-07 19:49:00,1
2019-08-07 19:50:00,2
2019-08-07 19:52:00,3
2019-08-07 19:59:00,2
2019-08-07 20:00:00,1
2019-08-07 20:04:00,3
2019-08-07 20:05:00,2
2019-08-07 20:06:00,1
2019-08-07 20:07:00,1
2019-08-07 20:10:00,2
2019-08-07 20:11:00,18
2019-08-07 20:12:00,22
2019-08-07 20:13:00,3
2019-08-07 20:14:00,2
2019-08-07 20:23:00,1
2019-08-07 20:30:00,3
2019-08-07 20:31:00,37
2019-08-07 21:07:00,38
2019-08-07 21:08:00,2
2019-08-07 21:53:00,1
2019-08-07 21:54:00,56
2019-08-07 21:55:00,64
2019-08-07 21:59:00,19
2019-08-07 22:00:00,6
2019-08-07 22:01:00,2
2019-08-07 22:15:00,1
2019-08-07 22:29:00,1
2019-08-07 22:34:00,1
2019-08-07 22:45:00,1
2019-08-07 22:46:00,10
2019-08-07 22:47:00,9
2019-08-07 22:48:00,4
2019-08-07 22:51:00,1
2019-08-07 22:52:00,6
2019-08-07 22:53:00,10
2019-08-07 22:56:00,1
2019-08-07 23:04:00,3
2019-08-07 23:05:00,44
2019-08-07 23:15:00,2
2019-08-07 23:38:00,3
2019-08-07 23:39:00,1
