93,select objid from photoobj where photoobj.dec between -.# and -.# and photoobj.ra between # and #
2019-03-03 13:10:00,2
2019-03-03 13:12:00,1
2019-03-03 13:14:00,4
2019-03-03 13:15:00,1
2019-03-03 13:32:00,2
2019-03-03 13:59:00,2
2019-03-03 14:27:00,9
2019-03-03 14:28:00,12
2019-03-03 14:30:00,7
2019-03-03 14:32:00,4
2019-03-03 14:33:00,30
2019-03-03 14:34:00,2
2019-03-03 14:35:00,6
2019-03-03 14:36:00,1
2019-03-03 14:37:00,7
2019-03-03 14:53:00,1
2019-03-03 16:18:00,2
