18,"select top # galaxy.u, galaxy.g, galaxy.r, galaxy.i, specObj.z from galaxy, specObj where specObj.bestObjId=galaxy.objId AND specObj.class=&&& AND specObj.zWarning = # AND specObj.z > #"
2019-03-03 20:35:00,1
2019-03-03 20:36:00,1
2019-03-03 20:59:00,4
2019-03-03 21:00:00,2
2019-03-03 21:02:00,1
2019-03-03 21:04:00,3
2019-03-03 21:05:00,5
2019-03-03 21:06:00,1
