98,select * from SpecLineIndex where specObjId=#
2019-03-03 00:00:00,1
2019-03-03 01:00:00,1
2019-03-03 02:21:00,1
2019-03-03 03:29:00,1
2019-03-03 03:31:00,1
2019-03-03 03:33:00,1
2019-03-03 06:12:00,1
2019-03-03 08:07:00,1
2019-03-03 08:24:00,1
2019-03-03 08:40:00,1
2019-03-03 08:49:00,1
2019-03-03 09:02:00,1
2019-03-03 09:08:00,1
2019-03-03 09:14:00,1
2019-03-03 09:19:00,1
2019-03-03 09:20:00,4
2019-03-03 09:23:00,1
2019-03-03 09:30:00,5
2019-03-03 09:32:00,2
2019-03-03 09:35:00,1
2019-03-03 09:36:00,1
2019-03-03 09:40:00,1
2019-03-03 10:27:00,1
2019-03-03 10:42:00,1
2019-03-03 10:50:00,1
2019-03-03 10:51:00,4
2019-03-03 10:53:00,2
2019-03-03 10:56:00,1
2019-03-03 11:04:00,1
2019-03-03 11:13:00,3
2019-03-03 11:14:00,2
2019-03-03 11:16:00,2
2019-03-03 11:20:00,1
2019-03-03 11:22:00,1
2019-03-03 11:25:00,1
2019-03-03 11:31:00,1
2019-03-03 11:32:00,1
2019-03-03 11:39:00,1
2019-03-03 11:45:00,1
2019-03-03 11:54:00,1
2019-03-03 11:55:00,4
2019-03-03 11:57:00,1
2019-03-03 11:58:00,1
2019-03-03 12:00:00,1
2019-03-03 12:14:00,1
2019-03-03 12:23:00,2
2019-03-03 12:24:00,3
2019-03-03 12:26:00,2
2019-03-03 12:29:00,1
2019-03-03 12:31:00,1
2019-03-03 12:35:00,1
2019-03-03 12:40:00,1
2019-03-03 12:41:00,1
2019-03-03 13:59:00,1
2019-03-03 15:10:00,1
2019-03-03 15:44:00,3
2019-03-03 15:48:00,1
2019-03-03 15:49:00,3
2019-03-03 16:20:00,1
2019-03-03 16:52:00,1
2019-03-03 17:52:00,1
2019-03-03 19:44:00,1
2019-03-03 19:45:00,6
2019-03-03 20:16:00,1
2019-03-03 21:52:00,1
2019-03-03 22:54:00,1
