2058,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-03-03 00:52:00,1
2019-03-03 00:53:00,6
2019-03-03 01:03:00,3
2019-03-03 01:04:00,5
2019-03-03 01:05:00,4
2019-03-03 01:19:00,1
2019-03-03 01:20:00,5
2019-03-03 01:21:00,4
2019-03-03 01:22:00,5
2019-03-03 01:23:00,1
2019-03-03 01:28:00,4
2019-03-03 01:35:00,2
2019-03-03 01:36:00,5
2019-03-03 01:37:00,5
2019-03-03 01:38:00,4
2019-03-03 02:26:00,3
2019-03-03 02:27:00,4
2019-03-03 02:28:00,5
2019-03-03 02:40:00,3
2019-03-03 02:41:00,5
2019-03-03 02:42:00,5
2019-03-03 02:43:00,3
2019-03-03 02:55:00,1
2019-03-03 02:56:00,5
2019-03-03 02:57:00,5
2019-03-03 02:58:00,1
2019-03-03 03:08:00,1
2019-03-03 03:09:00,5
2019-03-03 03:10:00,4
2019-03-03 03:11:00,5
2019-03-03 03:12:00,1
2019-03-03 03:32:00,4
2019-03-03 03:33:00,5
2019-03-03 03:34:00,5
2019-03-03 03:35:00,2
2019-03-03 03:47:00,3
2019-03-03 03:48:00,5
2019-03-03 03:49:00,4
2019-03-03 04:03:00,5
2019-03-03 04:04:00,5
2019-03-03 04:05:00,5
2019-03-03 04:10:00,3
2019-03-03 04:11:00,1
2019-03-03 04:16:00,1
2019-03-03 04:17:00,2
2019-03-03 05:14:00,1
2019-03-03 05:15:00,4
2019-03-03 05:16:00,5
2019-03-03 05:17:00,2
2019-03-03 05:28:00,1
2019-03-03 05:29:00,4
2019-03-03 05:30:00,1
2019-03-03 05:45:00,3
2019-03-03 05:47:00,3
2019-03-03 05:48:00,1
2019-03-03 06:02:00,4
2019-03-03 06:03:00,4
2019-03-03 06:04:00,1
2019-03-03 06:27:00,4
2019-03-03 06:28:00,3
2019-03-03 06:44:00,1
