266,select * from fDocFunctionParams(&&&)
2019-03-03 00:00:00,1
2019-03-03 00:52:00,1
2019-03-03 00:54:00,1
2019-03-03 01:24:00,2
2019-03-03 01:38:00,17
2019-03-03 01:39:00,32
2019-03-03 01:40:00,1
2019-03-03 01:41:00,1
2019-03-03 01:56:00,1
2019-03-03 02:15:00,1
2019-03-03 02:51:00,1
2019-03-03 02:52:00,1
2019-03-03 03:13:00,1
2019-03-03 04:03:00,2
2019-03-03 04:30:00,1
2019-03-03 04:36:00,3
2019-03-03 04:57:00,1
2019-03-03 04:58:00,1
2019-03-03 05:08:00,1
2019-03-03 05:19:00,1
2019-03-03 05:35:00,1
2019-03-03 05:36:00,1
2019-03-03 05:57:00,1
2019-03-03 05:58:00,2
2019-03-03 07:01:00,1
2019-03-03 07:24:00,1
2019-03-03 07:38:00,1
2019-03-03 08:06:00,2
2019-03-03 08:07:00,1
2019-03-03 08:10:00,2
2019-03-03 08:23:00,2
2019-03-03 08:24:00,1
2019-03-03 08:31:00,1
2019-03-03 08:32:00,1
2019-03-03 08:38:00,1
2019-03-03 08:39:00,2
2019-03-03 08:40:00,2
2019-03-03 08:43:00,2
2019-03-03 08:49:00,2
2019-03-03 08:51:00,2
2019-03-03 08:52:00,4
2019-03-03 08:58:00,1
2019-03-03 08:59:00,1
2019-03-03 09:01:00,1
2019-03-03 09:05:00,4
2019-03-03 09:07:00,2
2019-03-03 09:08:00,1
2019-03-03 09:13:00,1
2019-03-03 09:14:00,1
2019-03-03 09:16:00,2
2019-03-03 09:17:00,2
2019-03-03 09:18:00,3
2019-03-03 09:19:00,1
2019-03-03 09:22:00,1
2019-03-03 09:23:00,1
2019-03-03 09:26:00,1
2019-03-03 09:27:00,3
2019-03-03 09:29:00,2
2019-03-03 09:30:00,1
2019-03-03 09:31:00,2
2019-03-03 09:32:00,1
2019-03-03 09:34:00,1
2019-03-03 09:39:00,2
2019-03-03 10:40:00,2
2019-03-03 10:41:00,1
2019-03-03 10:42:00,1
2019-03-03 10:46:00,4
2019-03-03 10:48:00,2
2019-03-03 10:50:00,1
2019-03-03 10:52:00,2
2019-03-03 10:54:00,1
2019-03-03 10:56:00,1
2019-03-03 11:03:00,1
2019-03-03 11:04:00,1
2019-03-03 11:08:00,2
2019-03-03 11:09:00,2
2019-03-03 11:11:00,2
2019-03-03 11:13:00,1
2019-03-03 11:14:00,1
2019-03-03 11:15:00,1
2019-03-03 11:17:00,1
2019-03-03 11:19:00,1
2019-03-03 11:24:00,1
2019-03-03 11:29:00,1
2019-03-03 11:32:00,1
2019-03-03 11:33:00,1
2019-03-03 11:44:00,2
2019-03-03 11:45:00,2
2019-03-03 11:50:00,4
2019-03-03 11:52:00,3
2019-03-03 11:53:00,1
2019-03-03 11:54:00,3
2019-03-03 11:55:00,2
2019-03-03 11:56:00,2
2019-03-03 11:58:00,2
2019-03-03 12:00:00,1
2019-03-03 12:02:00,1
2019-03-03 12:13:00,1
2019-03-03 12:14:00,1
2019-03-03 12:17:00,1
2019-03-03 12:18:00,1
2019-03-03 12:19:00,3
2019-03-03 12:21:00,2
2019-03-03 12:23:00,1
2019-03-03 12:24:00,1
2019-03-03 12:25:00,1
2019-03-03 12:26:00,1
2019-03-03 12:27:00,1
2019-03-03 12:29:00,2
2019-03-03 12:33:00,1
2019-03-03 12:38:00,1
2019-03-03 12:41:00,1
2019-03-03 12:42:00,1
2019-03-03 12:55:00,1
2019-03-03 13:14:00,1
2019-03-03 13:47:00,1
2019-03-03 13:49:00,1
2019-03-03 13:53:00,1
2019-03-03 14:39:00,1
2019-03-03 15:06:00,1
2019-03-03 15:09:00,1
2019-03-03 15:33:00,1
2019-03-03 17:42:00,1
2019-03-03 18:18:00,1
2019-03-03 18:30:00,1
2019-03-03 18:33:00,1
2019-03-03 18:38:00,1
2019-03-03 18:53:00,1
2019-03-03 19:02:00,1
2019-03-03 19:06:00,1
2019-03-03 19:22:00,1
2019-03-03 20:39:00,1
2019-03-03 20:54:00,1
2019-03-03 21:17:00,1
2019-03-03 21:27:00,1
2019-03-03 21:51:00,1
2019-03-03 22:01:00,1
2019-03-03 22:43:00,1
2019-03-03 22:57:00,3
2019-03-03 22:58:00,8
2019-03-03 22:59:00,5
2019-03-03 23:00:00,6
2019-03-03 23:01:00,1
2019-03-03 23:02:00,1
2019-03-03 23:05:00,1
2019-03-03 23:07:00,1
2019-03-03 23:33:00,1
