61,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap where tableName=&&& order by [indexMapId]"
2019-03-03 04:03:00,1
2019-03-03 04:36:00,1
2019-03-03 04:57:00,1
2019-03-03 05:36:00,1
2019-03-03 08:07:00,2
2019-03-03 08:24:00,2
2019-03-03 08:31:00,1
2019-03-03 08:38:00,1
2019-03-03 08:40:00,2
2019-03-03 08:49:00,2
2019-03-03 09:00:00,1
2019-03-03 09:02:00,1
2019-03-03 09:07:00,2
2019-03-03 09:13:00,1
2019-03-03 09:14:00,1
2019-03-03 09:18:00,1
2019-03-03 09:19:00,1
2019-03-03 09:20:00,1
2019-03-03 09:23:00,2
2019-03-03 09:29:00,2
2019-03-03 09:30:00,1
2019-03-03 09:32:00,2
2019-03-03 09:39:00,1
2019-03-03 10:41:00,1
2019-03-03 10:42:00,1
2019-03-03 10:48:00,1
2019-03-03 10:49:00,1
2019-03-03 10:51:00,1
2019-03-03 10:53:00,1
2019-03-03 10:54:00,1
2019-03-03 11:03:00,1
2019-03-03 11:04:00,1
2019-03-03 11:11:00,1
2019-03-03 11:12:00,1
2019-03-03 11:13:00,1
2019-03-03 11:15:00,1
2019-03-03 11:17:00,1
2019-03-03 11:24:00,1
2019-03-03 11:44:00,1
2019-03-03 11:45:00,1
2019-03-03 11:53:00,2
2019-03-03 11:55:00,1
2019-03-03 11:57:00,1
2019-03-03 11:58:00,1
2019-03-03 12:13:00,1
2019-03-03 12:14:00,1
2019-03-03 12:21:00,1
2019-03-03 12:22:00,1
2019-03-03 12:23:00,1
2019-03-03 12:26:00,1
2019-03-03 12:27:00,1
2019-03-03 12:34:00,1
