35,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-03-03 04:46:00,1
2019-03-03 07:11:00,1
2019-03-03 07:24:00,1
2019-03-03 07:25:00,1
2019-03-03 07:26:00,1
2019-03-03 07:30:00,1
2019-03-03 07:31:00,2
2019-03-03 07:33:00,1
2019-03-03 07:35:00,1
2019-03-03 07:36:00,1
2019-03-03 07:38:00,1
2019-03-03 07:39:00,1
2019-03-03 07:42:00,1
2019-03-03 07:43:00,1
2019-03-03 07:45:00,1
2019-03-03 07:46:00,2
2019-03-03 07:47:00,1
2019-03-03 07:50:00,1
2019-03-03 07:51:00,2
2019-03-03 07:53:00,1
2019-03-03 07:58:00,1
2019-03-03 07:59:00,1
2019-03-03 08:02:00,1
2019-03-03 08:03:00,1
2019-03-03 08:05:00,1
2019-03-03 08:06:00,1
2019-03-03 08:07:00,2
2019-03-03 19:51:00,1
2019-03-03 19:53:00,1
2019-03-03 19:56:00,1
2019-03-03 20:11:00,1
