114,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-03-03 00:00:00,1
2019-03-03 01:00:00,1
2019-03-03 01:05:00,1
2019-03-03 01:59:00,1
2019-03-03 02:21:00,1
2019-03-03 02:25:00,9
2019-03-03 02:37:00,1
2019-03-03 03:00:00,1
2019-03-03 03:05:00,5
2019-03-03 03:06:00,4
2019-03-03 03:34:00,3
2019-03-03 03:35:00,15
2019-03-03 03:59:00,1
2019-03-03 04:28:00,18
2019-03-03 05:00:00,1
2019-03-03 05:55:00,9
2019-03-03 05:56:00,9
2019-03-03 06:00:00,1
2019-03-03 06:02:00,9
2019-03-03 06:57:00,1
2019-03-03 07:59:00,1
2019-03-03 08:59:00,1
2019-03-03 09:59:00,1
2019-03-03 10:58:00,1
2019-03-03 11:20:00,1
2019-03-03 11:57:00,1
2019-03-03 12:44:00,9
2019-03-03 12:57:00,1
2019-03-03 13:57:00,1
2019-03-03 14:58:00,1
2019-03-03 15:57:00,1
2019-03-03 16:58:00,1
2019-03-03 17:58:00,1
2019-03-03 18:59:00,1
