6,select &&&'&&&'&&&+column_name+&&& from information_schema.columns where table_name=&&&   and data_type=&&&
2019-03-03 09:48:00,1
2019-03-03 09:49:00,2
2019-03-03 09:50:00,2
2019-03-03 09:51:00,1
