143,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-05-21 18:32:00,1
2019-05-21 18:34:00,1
2019-05-21 18:37:00,1
2019-05-21 18:39:00,1
2019-05-21 18:41:00,1
2019-05-21 18:44:00,1
2019-05-21 18:46:00,1
2019-05-21 18:48:00,1
2019-05-21 18:51:00,1
2019-05-21 18:53:00,1
2019-05-21 18:55:00,1
2019-05-21 18:57:00,1
2019-05-21 19:00:00,1
2019-05-21 19:02:00,1
2019-05-21 19:04:00,1
2019-05-21 19:06:00,1
2019-05-21 19:08:00,1
2019-05-21 19:10:00,1
2019-05-21 19:12:00,1
2019-05-21 19:14:00,1
2019-05-21 19:17:00,1
2019-05-21 19:19:00,1
2019-05-21 19:24:00,1
2019-05-21 19:28:00,1
2019-05-21 19:33:00,1
2019-05-21 19:35:00,1
2019-05-21 19:37:00,1
2019-05-21 19:39:00,1
2019-05-21 19:41:00,1
2019-05-21 19:43:00,1
2019-05-21 19:45:00,1
2019-05-21 19:47:00,1
2019-05-21 19:49:00,1
2019-05-21 19:51:00,1
2019-05-21 19:53:00,1
2019-05-21 19:55:00,1
2019-05-21 19:57:00,1
2019-05-21 19:59:00,1
2019-05-21 20:01:00,1
2019-05-21 20:03:00,1
2019-05-21 20:05:00,1
2019-05-21 20:07:00,1
2019-05-21 20:09:00,1
2019-05-21 20:11:00,1
2019-05-21 20:13:00,1
2019-05-21 20:15:00,1
2019-05-21 20:17:00,1
2019-05-21 20:19:00,1
2019-05-21 20:21:00,1
2019-05-21 20:22:00,1
2019-05-21 20:23:00,1
2019-05-21 20:24:00,1
2019-05-21 20:25:00,1
2019-05-21 20:26:00,1
2019-05-21 20:27:00,1
2019-05-21 20:29:00,2
2019-05-21 20:31:00,2
2019-05-21 20:32:00,1
2019-05-21 20:36:00,1
2019-05-21 20:40:00,1
2019-05-21 20:46:00,1
2019-05-21 20:48:00,1
2019-05-21 20:50:00,1
2019-05-21 20:52:00,1
2019-05-21 20:55:00,1
2019-05-21 20:59:00,1
2019-05-21 21:00:00,1
2019-05-21 21:04:00,1
2019-05-21 21:06:00,1
2019-05-21 21:08:00,1
2019-05-21 21:11:00,1
2019-05-21 21:13:00,1
2019-05-21 21:16:00,1
2019-05-21 21:18:00,1
2019-05-21 21:20:00,1
2019-05-21 21:23:00,1
2019-05-21 21:25:00,1
2019-05-21 21:27:00,1
2019-05-21 21:29:00,1
2019-05-21 21:31:00,1
2019-05-21 21:33:00,1
2019-05-21 21:35:00,1
2019-05-21 21:38:00,1
2019-05-21 21:39:00,1
2019-05-21 21:41:00,1
2019-05-21 21:44:00,1
2019-05-21 21:46:00,1
2019-05-21 21:48:00,1
2019-05-21 21:50:00,1
2019-05-21 21:52:00,1
2019-05-21 21:54:00,1
2019-05-21 21:56:00,1
2019-05-21 21:58:00,1
2019-05-21 22:00:00,1
2019-05-21 22:02:00,1
2019-05-21 22:04:00,1
2019-05-21 22:13:00,1
2019-05-21 22:14:00,1
2019-05-21 22:16:00,2
2019-05-21 22:18:00,1
2019-05-21 22:19:00,2
2019-05-21 22:21:00,1
2019-05-21 22:22:00,1
2019-05-21 22:23:00,1
2019-05-21 22:24:00,1
2019-05-21 22:25:00,1
2019-05-21 22:28:00,1
2019-05-21 22:31:00,1
2019-05-21 22:37:00,1
2019-05-21 22:40:00,1
2019-05-21 22:44:00,1
2019-05-21 22:48:00,1
2019-05-21 22:53:00,1
2019-05-21 23:00:00,1
2019-05-21 23:02:00,1
2019-05-21 23:07:00,1
2019-05-21 23:11:00,1
2019-05-21 23:13:00,1
2019-05-21 23:16:00,1
2019-05-21 23:18:00,1
2019-05-21 23:20:00,1
2019-05-21 23:22:00,1
2019-05-21 23:25:00,1
2019-05-21 23:27:00,1
2019-05-21 23:29:00,1
2019-05-21 23:31:00,1
2019-05-21 23:33:00,1
2019-05-21 23:35:00,1
2019-05-21 23:38:00,1
2019-05-21 23:40:00,1
2019-05-21 23:43:00,1
2019-05-21 23:45:00,1
2019-05-21 23:47:00,1
2019-05-21 23:49:00,1
2019-05-21 23:51:00,1
2019-05-21 23:53:00,1
2019-05-21 23:55:00,1
2019-05-21 23:57:00,1
2019-05-21 23:59:00,1
