15,"SELECT TOP #   run,   camCol,   rerun,   field,   objID,   ra,   dec   FROM Galaxy   WHERE ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) > #   and ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) != dbo.fPhotoFlags(&&&)   and ( (flags & dbo.fPhotoFlags(&&&) = #)   and petroR5#_i > #)"
2019-05-21 01:26:00,1
2019-05-21 05:21:00,1
2019-05-21 05:23:00,1
2019-05-21 05:26:00,1
2019-05-21 05:31:00,1
2019-05-21 06:53:00,1
2019-05-21 10:57:00,1
2019-05-21 10:59:00,1
2019-05-21 11:02:00,1
2019-05-21 11:07:00,1
2019-05-21 11:16:00,1
2019-05-21 12:22:00,1
2019-05-21 12:24:00,1
2019-05-21 17:44:00,1
2019-05-21 19:17:00,1
