2247,"SELECT DISTINCT p.objID, p.skyVersion, p.mode, p.clean, p.type, p.ra, p.dec, r, g, i, p.type_r, p.petroRad_r, p.deVRad_r, p.deVAB_r, p.deVPhi_r, p.expRad_r, p.expAB_r, p.expPhi_r, p.lnLExp_r, p.lnLDeV_r, psfMag_r, psffwhm_r, p.type_g, p.petroRad_g, p.deVRad_g, p.deVAB_g, p.deVPhi_g, p.expRad_g, p.expAB_g, p.expPhi_g, p.lnLExp_g, p.lnLDeV_g, psfMag_g, psffwhm_g, p.type_i, p.petroRad_i, p.deVRad_i, p.deVAB_i, p.deVPhi_i, p.expRad_i, p.expAB_i, p.expPhi_i, p.lnLExp_i, p.lnLDeV_i, psfMag_i, psffwhm_i FROM PhotoPrimary AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-21 09:31:00,1
2019-05-21 09:38:00,2
2019-05-21 09:39:00,1
2019-05-21 09:40:00,1
2019-05-21 09:43:00,1
2019-05-21 09:44:00,2
2019-05-21 09:46:00,2
2019-05-21 09:48:00,1
2019-05-21 09:55:00,1
2019-05-21 09:56:00,1
2019-05-21 09:57:00,2
2019-05-21 09:58:00,2
2019-05-21 09:59:00,1
2019-05-21 10:00:00,1
2019-05-21 10:07:00,1
2019-05-21 10:09:00,1
2019-05-21 10:10:00,2
2019-05-21 10:11:00,2
2019-05-21 10:12:00,2
2019-05-21 10:14:00,1
2019-05-21 10:15:00,1
2019-05-21 10:16:00,1
2019-05-21 10:17:00,1
2019-05-21 10:18:00,1
2019-05-21 10:19:00,3
2019-05-21 10:20:00,4
2019-05-21 10:21:00,2
2019-05-21 10:22:00,2
2019-05-21 10:23:00,2
2019-05-21 10:24:00,1
2019-05-21 10:26:00,1
2019-05-21 10:28:00,1
2019-05-21 10:29:00,3
2019-05-21 10:30:00,4
2019-05-21 10:31:00,1
2019-05-21 10:32:00,4
2019-05-21 10:33:00,2
2019-05-21 10:34:00,2
2019-05-21 10:35:00,2
2019-05-21 10:36:00,2
2019-05-21 10:37:00,3
2019-05-21 10:38:00,1
2019-05-21 10:39:00,2
2019-05-21 10:40:00,3
2019-05-21 10:41:00,3
2019-05-21 10:42:00,1
2019-05-21 10:43:00,1
2019-05-21 10:44:00,2
2019-05-21 10:45:00,2
2019-05-21 10:46:00,3
2019-05-21 10:47:00,3
2019-05-21 10:48:00,2
2019-05-21 10:49:00,2
2019-05-21 10:50:00,3
2019-05-21 10:51:00,2
2019-05-21 12:01:00,1
2019-05-21 12:02:00,2
2019-05-21 12:04:00,2
2019-05-21 12:06:00,2
2019-05-21 12:07:00,1
2019-05-21 12:09:00,1
2019-05-21 12:10:00,1
2019-05-21 12:11:00,1
2019-05-21 12:12:00,2
2019-05-21 12:13:00,1
2019-05-21 12:14:00,3
2019-05-21 12:16:00,2
2019-05-21 12:17:00,4
2019-05-21 12:18:00,3
2019-05-21 12:19:00,4
2019-05-21 12:20:00,4
2019-05-21 12:21:00,3
2019-05-21 12:22:00,2
2019-05-21 12:23:00,1
2019-05-21 12:24:00,2
2019-05-21 12:26:00,2
2019-05-21 12:27:00,3
2019-05-21 12:28:00,2
2019-05-21 12:29:00,2
2019-05-21 12:30:00,2
2019-05-21 12:31:00,3
2019-05-21 12:32:00,1
2019-05-21 12:33:00,1
2019-05-21 12:34:00,1
2019-05-21 12:35:00,2
2019-05-21 12:36:00,3
2019-05-21 12:38:00,1
2019-05-21 12:39:00,2
2019-05-21 12:40:00,2
2019-05-21 12:42:00,1
2019-05-21 13:37:00,2
2019-05-21 13:38:00,1
2019-05-21 13:39:00,3
2019-05-21 13:40:00,2
2019-05-21 13:41:00,3
2019-05-21 13:42:00,2
2019-05-21 13:43:00,1
2019-05-21 13:44:00,2
2019-05-21 13:45:00,2
2019-05-21 13:46:00,2
2019-05-21 14:11:00,2
2019-05-21 14:12:00,3
2019-05-21 14:13:00,2
2019-05-21 14:14:00,2
2019-05-21 14:40:00,1
2019-05-21 14:43:00,3
2019-05-21 14:44:00,3
2019-05-21 14:45:00,5
2019-05-21 14:46:00,5
2019-05-21 14:47:00,4
2019-05-21 14:48:00,5
2019-05-21 14:49:00,6
2019-05-21 14:50:00,5
2019-05-21 14:51:00,4
2019-05-21 14:52:00,5
2019-05-21 14:53:00,5
2019-05-21 14:54:00,5
2019-05-21 14:55:00,5
2019-05-21 14:56:00,5
2019-05-21 14:57:00,4
2019-05-21 14:58:00,9
2019-05-21 14:59:00,5
2019-05-21 15:00:00,5
2019-05-21 15:01:00,5
2019-05-21 15:02:00,4
2019-05-21 15:03:00,5
2019-05-21 15:04:00,5
2019-05-21 15:05:00,4
2019-05-21 15:06:00,5
2019-05-21 15:07:00,4
2019-05-21 15:08:00,5
2019-05-21 15:09:00,5
2019-05-21 15:10:00,5
2019-05-21 15:11:00,5
2019-05-21 15:12:00,5
2019-05-21 15:13:00,5
2019-05-21 15:14:00,4
2019-05-21 15:15:00,5
2019-05-21 15:16:00,7
2019-05-21 15:17:00,4
2019-05-21 15:18:00,5
2019-05-21 15:19:00,5
2019-05-21 15:20:00,4
2019-05-21 15:21:00,6
2019-05-21 15:22:00,2
2019-05-21 15:23:00,6
2019-05-21 15:24:00,4
2019-05-21 15:25:00,6
2019-05-21 15:26:00,4
2019-05-21 15:27:00,4
2019-05-21 15:28:00,5
2019-05-21 15:29:00,5
2019-05-21 15:30:00,6
2019-05-21 15:31:00,6
2019-05-21 15:32:00,5
2019-05-21 15:33:00,5
2019-05-21 15:34:00,5
2019-05-21 15:35:00,5
2019-05-21 15:36:00,6
2019-05-21 15:37:00,4
2019-05-21 15:38:00,6
2019-05-21 15:39:00,4
2019-05-21 15:40:00,5
2019-05-21 15:41:00,7
2019-05-21 15:42:00,4
2019-05-21 15:43:00,5
2019-05-21 15:44:00,6
2019-05-21 15:45:00,5
2019-05-21 15:46:00,5
2019-05-21 15:47:00,6
2019-05-21 15:48:00,4
2019-05-21 15:49:00,6
2019-05-21 15:50:00,4
2019-05-21 15:51:00,5
2019-05-21 15:52:00,4
2019-05-21 15:53:00,5
2019-05-21 15:54:00,6
2019-05-21 15:55:00,4
2019-05-21 15:56:00,4
2019-05-21 15:57:00,8
2019-05-21 15:58:00,4
2019-05-21 15:59:00,6
2019-05-21 16:00:00,4
2019-05-21 16:01:00,5
2019-05-21 16:02:00,5
2019-05-21 16:03:00,4
2019-05-21 16:04:00,7
2019-05-21 16:05:00,3
2019-05-21 16:06:00,4
2019-05-21 16:07:00,6
2019-05-21 16:08:00,6
2019-05-21 16:09:00,5
2019-05-21 16:10:00,4
2019-05-21 16:11:00,4
2019-05-21 16:12:00,5
2019-05-21 16:13:00,4
2019-05-21 16:14:00,5
2019-05-21 16:15:00,5
2019-05-21 16:16:00,5
2019-05-21 16:17:00,4
2019-05-21 16:18:00,5
2019-05-21 16:19:00,4
2019-05-21 16:20:00,6
2019-05-21 16:21:00,5
2019-05-21 16:22:00,6
2019-05-21 16:23:00,4
2019-05-21 16:24:00,4
2019-05-21 16:25:00,6
2019-05-21 16:26:00,4
2019-05-21 16:27:00,5
2019-05-21 16:28:00,4
2019-05-21 16:29:00,5
2019-05-21 16:30:00,4
2019-05-21 16:31:00,4
2019-05-21 16:32:00,4
2019-05-21 16:33:00,4
2019-05-21 16:34:00,6
2019-05-21 16:35:00,4
2019-05-21 16:36:00,5
2019-05-21 16:37:00,5
2019-05-21 16:38:00,4
2019-05-21 16:39:00,5
2019-05-21 16:40:00,5
2019-05-21 16:41:00,4
2019-05-21 16:42:00,6
2019-05-21 16:43:00,6
2019-05-21 16:44:00,5
2019-05-21 16:45:00,6
2019-05-21 16:46:00,4
2019-05-21 16:47:00,5
2019-05-21 16:48:00,5
2019-05-21 16:49:00,5
2019-05-21 16:50:00,6
2019-05-21 16:51:00,5
2019-05-21 16:52:00,6
2019-05-21 16:53:00,4
2019-05-21 16:54:00,5
2019-05-21 16:55:00,6
2019-05-21 16:56:00,5
2019-05-21 16:57:00,5
2019-05-21 16:58:00,5
2019-05-21 16:59:00,6
2019-05-21 17:00:00,4
2019-05-21 17:01:00,4
2019-05-21 17:02:00,6
2019-05-21 17:03:00,4
2019-05-21 17:04:00,6
2019-05-21 17:05:00,3
2019-05-21 17:06:00,4
2019-05-21 17:07:00,6
2019-05-21 17:08:00,6
2019-05-21 17:09:00,4
2019-05-21 17:10:00,6
2019-05-21 17:11:00,5
2019-05-21 17:12:00,4
2019-05-21 17:13:00,4
2019-05-21 17:14:00,5
2019-05-21 17:15:00,5
2019-05-21 17:16:00,5
2019-05-21 17:17:00,5
2019-05-21 17:18:00,5
2019-05-21 17:19:00,5
2019-05-21 17:20:00,5
2019-05-21 17:21:00,4
2019-05-21 17:22:00,5
2019-05-21 17:23:00,6
2019-05-21 17:24:00,5
2019-05-21 17:25:00,5
2019-05-21 17:26:00,4
2019-05-21 17:27:00,6
2019-05-21 17:28:00,5
2019-05-21 17:29:00,4
2019-05-21 17:30:00,5
2019-05-21 17:31:00,7
2019-05-21 17:32:00,4
2019-05-21 17:33:00,6
2019-05-21 17:34:00,4
2019-05-21 17:35:00,5
2019-05-21 17:36:00,5
2019-05-21 17:37:00,4
2019-05-21 17:38:00,4
2019-05-21 17:39:00,6
2019-05-21 17:40:00,4
2019-05-21 17:41:00,4
2019-05-21 17:42:00,6
2019-05-21 17:43:00,6
2019-05-21 17:44:00,5
2019-05-21 17:45:00,6
2019-05-21 17:46:00,4
2019-05-21 17:47:00,5
2019-05-21 17:48:00,5
2019-05-21 17:49:00,5
2019-05-21 17:50:00,5
2019-05-21 17:51:00,4
2019-05-21 17:52:00,4
2019-05-21 17:53:00,6
2019-05-21 17:54:00,5
2019-05-21 17:55:00,5
2019-05-21 17:56:00,5
2019-05-21 17:57:00,5
2019-05-21 17:58:00,5
2019-05-21 17:59:00,4
2019-05-21 18:00:00,5
2019-05-21 18:01:00,8
2019-05-21 18:02:00,4
2019-05-21 18:03:00,4
2019-05-21 18:04:00,5
2019-05-21 18:05:00,5
2019-05-21 18:06:00,4
2019-05-21 18:07:00,5
2019-05-21 18:08:00,5
2019-05-21 18:09:00,5
2019-05-21 18:10:00,5
2019-05-21 18:11:00,4
2019-05-21 18:12:00,4
2019-05-21 18:13:00,5
2019-05-21 18:14:00,5
2019-05-21 18:15:00,5
2019-05-21 18:16:00,5
2019-05-21 18:17:00,4
2019-05-21 18:18:00,5
2019-05-21 18:19:00,5
2019-05-21 18:20:00,4
2019-05-21 18:21:00,4
2019-05-21 18:22:00,5
2019-05-21 18:23:00,5
2019-05-21 18:24:00,6
2019-05-21 18:25:00,5
2019-05-21 18:26:00,5
2019-05-21 18:27:00,6
2019-05-21 18:28:00,4
2019-05-21 18:29:00,6
2019-05-21 18:30:00,4
2019-05-21 18:31:00,4
2019-05-21 18:32:00,5
2019-05-21 18:33:00,5
2019-05-21 18:34:00,5
2019-05-21 18:35:00,5
2019-05-21 18:36:00,4
2019-05-21 18:37:00,5
2019-05-21 18:38:00,5
2019-05-21 18:39:00,4
2019-05-21 18:40:00,4
2019-05-21 18:41:00,5
2019-05-21 18:42:00,4
2019-05-21 18:43:00,5
2019-05-21 18:44:00,5
2019-05-21 18:45:00,5
2019-05-21 18:46:00,3
2019-05-21 18:47:00,4
2019-05-21 18:48:00,4
2019-05-21 18:49:00,3
2019-05-21 18:50:00,3
2019-05-21 18:51:00,1
2019-05-21 18:52:00,2
2019-05-21 18:53:00,3
2019-05-21 18:54:00,2
2019-05-21 18:55:00,2
2019-05-21 18:56:00,4
2019-05-21 18:57:00,3
2019-05-21 18:58:00,3
2019-05-21 18:59:00,2
2019-05-21 19:00:00,3
2019-05-21 19:01:00,2
2019-05-21 19:02:00,2
2019-05-21 19:03:00,2
2019-05-21 19:04:00,3
2019-05-21 19:05:00,1
2019-05-21 19:06:00,2
2019-05-21 19:07:00,2
2019-05-21 19:08:00,2
2019-05-21 19:09:00,3
2019-05-21 19:10:00,3
2019-05-21 19:11:00,2
2019-05-21 19:12:00,3
2019-05-21 19:13:00,2
2019-05-21 19:14:00,3
2019-05-21 19:15:00,2
2019-05-21 19:16:00,3
2019-05-21 19:17:00,2
2019-05-21 19:18:00,2
2019-05-21 19:19:00,3
2019-05-21 19:20:00,3
2019-05-21 19:21:00,4
2019-05-21 19:22:00,2
2019-05-21 19:23:00,2
2019-05-21 19:24:00,2
2019-05-21 19:25:00,4
2019-05-21 19:26:00,2
2019-05-21 19:27:00,3
2019-05-21 19:28:00,2
2019-05-21 19:29:00,3
2019-05-21 19:30:00,2
2019-05-21 19:31:00,3
2019-05-21 19:32:00,3
2019-05-21 19:33:00,3
2019-05-21 19:34:00,3
2019-05-21 19:35:00,3
2019-05-21 19:36:00,2
2019-05-21 19:37:00,3
2019-05-21 19:38:00,3
2019-05-21 19:39:00,2
2019-05-21 19:40:00,4
2019-05-21 19:41:00,2
2019-05-21 19:42:00,3
2019-05-21 19:43:00,2
2019-05-21 19:44:00,2
2019-05-21 19:45:00,1
2019-05-21 19:46:00,2
2019-05-21 19:47:00,2
2019-05-21 19:48:00,1
2019-05-21 19:49:00,2
2019-05-21 19:50:00,2
2019-05-21 19:51:00,4
2019-05-21 19:52:00,2
2019-05-21 19:53:00,2
2019-05-21 19:54:00,4
2019-05-21 19:55:00,2
2019-05-21 19:56:00,2
2019-05-21 19:57:00,3
2019-05-21 19:58:00,3
2019-05-21 19:59:00,2
2019-05-21 20:00:00,2
2019-05-21 20:01:00,3
2019-05-21 20:02:00,2
2019-05-21 20:03:00,3
2019-05-21 20:04:00,2
2019-05-21 20:05:00,3
2019-05-21 20:06:00,3
2019-05-21 20:07:00,2
2019-05-21 20:08:00,3
2019-05-21 20:09:00,2
2019-05-21 20:10:00,2
2019-05-21 20:11:00,3
2019-05-21 20:12:00,2
2019-05-21 20:13:00,2
2019-05-21 20:14:00,3
2019-05-21 20:15:00,2
2019-05-21 20:16:00,3
2019-05-21 20:17:00,2
2019-05-21 20:18:00,3
2019-05-21 20:19:00,2
2019-05-21 20:20:00,2
