48,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-10-18 00:02:00,1
2019-10-18 00:05:00,1
2019-10-18 00:11:00,1
2019-10-18 00:16:00,1
2019-10-18 00:23:00,1
2019-10-18 00:26:00,1
2019-10-18 00:31:00,1
2019-10-18 00:38:00,1
2019-10-18 00:41:00,1
2019-10-18 00:49:00,1
2019-10-18 00:52:00,1
2019-10-18 00:56:00,1
2019-10-18 00:57:00,1
2019-10-18 01:01:00,1
2019-10-18 01:04:00,1
2019-10-18 01:07:00,1
2019-10-18 01:09:00,1
2019-10-18 01:11:00,1
2019-10-18 01:13:00,1
2019-10-18 01:16:00,1
2019-10-18 01:17:00,1
2019-10-18 01:20:00,1
2019-10-18 01:22:00,1
2019-10-18 01:24:00,1
2019-10-18 01:26:00,1
2019-10-18 01:29:00,1
2019-10-18 01:30:00,1
2019-10-18 01:32:00,1
2019-10-18 01:35:00,1
2019-10-18 01:36:00,1
2019-10-18 01:38:00,1
2019-10-18 01:40:00,1
2019-10-18 01:43:00,1
2019-10-18 01:45:00,1
2019-10-18 01:47:00,1
2019-10-18 04:47:00,1
2019-10-18 04:48:00,1
2019-10-18 04:55:00,1
2019-10-18 04:56:00,1
2019-10-18 04:58:00,1
2019-10-18 04:59:00,1
2019-10-18 05:00:00,1
2019-10-18 05:07:00,1
2019-10-18 05:09:00,1
2019-10-18 05:11:00,2
2019-10-18 23:55:00,1
2019-10-18 23:58:00,1
