38,select * from SpecObjAll where specObjId=#
2019-10-18 05:43:00,1
2019-10-18 05:57:00,1
2019-10-18 07:35:00,1
2019-10-18 08:52:00,1
2019-10-18 14:36:00,1
2019-10-18 15:34:00,1
2019-10-18 15:37:00,1
2019-10-18 15:39:00,1
2019-10-18 15:42:00,1
2019-10-18 15:46:00,2
2019-10-18 15:49:00,1
2019-10-18 15:53:00,1
2019-10-18 15:54:00,1
2019-10-18 15:57:00,1
2019-10-18 15:59:00,1
2019-10-18 16:02:00,1
2019-10-18 16:05:00,1
2019-10-18 16:09:00,1
2019-10-18 16:11:00,1
2019-10-18 16:15:00,1
2019-10-18 16:17:00,1
2019-10-18 16:20:00,1
2019-10-18 16:22:00,1
2019-10-18 16:24:00,1
2019-10-18 16:27:00,1
2019-10-18 16:28:00,1
2019-10-18 18:56:00,1
2019-10-18 19:05:00,1
2019-10-18 19:22:00,1
2019-10-18 19:44:00,1
2019-10-18 20:46:00,1
2019-10-18 21:43:00,1
2019-10-18 21:49:00,1
2019-10-18 21:53:00,1
2019-10-18 22:00:00,1
2019-10-18 22:02:00,1
2019-10-18 22:04:00,1
