16,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, requestor, server, dbname, access,  elapsed, busy, rows, statement, error, errorMessage, isvisible  into sqllogall2#_#_#h_to_#_#h  from sqllogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-10-18 10:23:00,1
2019-10-18 10:55:00,1
2019-10-18 11:12:00,1
2019-10-18 11:38:00,1
2019-10-18 12:09:00,1
2019-10-18 13:46:00,1
2019-10-18 14:14:00,1
2019-10-18 14:52:00,1
2019-10-18 16:01:00,1
2019-10-18 16:21:00,1
2019-10-18 16:26:00,1
2019-10-18 17:21:00,1
2019-10-18 18:24:00,1
2019-10-18 18:51:00,1
2019-10-18 19:16:00,1
2019-10-18 20:05:00,1
