54,select * from Field where fieldId=#
2019-10-18 00:00:00,1
2019-10-18 00:24:00,1
2019-10-18 00:48:00,1
2019-10-18 00:51:00,1
2019-10-18 02:33:00,1
2019-10-18 03:09:00,1
2019-10-18 04:19:00,1
2019-10-18 05:14:00,1
2019-10-18 05:53:00,1
2019-10-18 06:31:00,1
2019-10-18 06:56:00,1
2019-10-18 07:21:00,1
2019-10-18 07:51:00,1
2019-10-18 08:08:00,1
2019-10-18 08:25:00,1
2019-10-18 10:06:00,1
2019-10-18 10:46:00,1
2019-10-18 12:50:00,1
2019-10-18 13:23:00,1
2019-10-18 14:29:00,1
2019-10-18 14:48:00,1
2019-10-18 14:50:00,1
2019-10-18 15:35:00,1
2019-10-18 15:37:00,1
2019-10-18 15:40:00,1
2019-10-18 15:41:00,1
2019-10-18 15:44:00,1
2019-10-18 15:48:00,1
2019-10-18 15:49:00,1
2019-10-18 15:53:00,1
2019-10-18 15:56:00,1
2019-10-18 15:58:00,1
2019-10-18 16:01:00,2
2019-10-18 16:06:00,1
2019-10-18 16:09:00,1
2019-10-18 16:11:00,1
2019-10-18 16:14:00,1
2019-10-18 16:16:00,1
2019-10-18 16:20:00,1
2019-10-18 16:22:00,1
2019-10-18 16:24:00,1
2019-10-18 16:26:00,1
2019-10-18 16:29:00,1
2019-10-18 17:43:00,1
2019-10-18 21:52:00,1
2019-10-18 21:53:00,1
2019-10-18 21:59:00,1
2019-10-18 22:01:00,1
2019-10-18 22:02:00,1
2019-10-18 22:03:00,1
2019-10-18 22:05:00,1
2019-10-18 22:17:00,1
2019-10-18 22:23:00,1
