241,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-18 00:05:00,1
2019-10-18 00:11:00,1
2019-10-18 00:17:00,1
2019-10-18 00:22:00,2
2019-10-18 00:27:00,1
2019-10-18 00:33:00,1
2019-10-18 00:39:00,2
2019-10-18 00:44:00,1
2019-10-18 00:50:00,1
2019-10-18 00:56:00,1
2019-10-18 01:01:00,1
2019-10-18 01:05:00,2
2019-10-18 01:11:00,1
2019-10-18 01:17:00,2
2019-10-18 01:22:00,1
2019-10-18 01:28:00,5
2019-10-18 01:29:00,8
2019-10-18 01:35:00,1
2019-10-18 01:41:00,2
2019-10-18 01:45:00,1
2019-10-18 01:51:00,5
2019-10-18 01:52:00,1
2019-10-18 01:57:00,1
2019-10-18 02:02:00,6
2019-10-18 02:08:00,1
2019-10-18 02:14:00,3
2019-10-18 02:17:00,3
2019-10-18 02:18:00,1
2019-10-18 02:23:00,1
2019-10-18 02:29:00,2
2019-10-18 02:30:00,6
2019-10-18 02:35:00,2
2019-10-18 02:39:00,6
2019-10-18 02:40:00,4
2019-10-18 02:46:00,2
2019-10-18 02:52:00,5
2019-10-18 02:57:00,2
2019-10-18 03:03:00,4
2019-10-18 03:04:00,7
2019-10-18 03:05:00,10
2019-10-18 03:06:00,8
2019-10-18 03:07:00,1
2019-10-18 03:12:00,1
2019-10-18 03:18:00,1
2019-10-18 03:19:00,7
2019-10-18 03:25:00,3
2019-10-18 03:26:00,5
2019-10-18 03:32:00,1
2019-10-18 03:38:00,1
2019-10-18 03:44:00,2
2019-10-18 03:50:00,2
2019-10-18 03:51:00,4
2019-10-18 03:57:00,1
2019-10-18 04:03:00,1
2019-10-18 04:08:00,1
2019-10-18 04:14:00,1
2019-10-18 04:20:00,1
2019-10-18 04:26:00,2
2019-10-18 04:27:00,3
2019-10-18 04:32:00,1
2019-10-18 04:38:00,3
2019-10-18 04:44:00,2
2019-10-18 04:50:00,1
2019-10-18 05:01:00,10
2019-10-18 05:02:00,9
2019-10-18 05:03:00,12
2019-10-18 05:04:00,11
2019-10-18 05:05:00,11
2019-10-18 05:06:00,12
2019-10-18 05:07:00,10
2019-10-18 05:08:00,5
