48,select
2019-10-18 07:39:00,1
2019-10-18 07:40:00,1
2019-10-18 07:44:00,1
2019-10-18 07:45:00,1
2019-10-18 08:11:00,1
2019-10-18 08:12:00,1
2019-10-18 08:18:00,1
2019-10-18 08:32:00,1
2019-10-18 08:33:00,1
2019-10-18 08:40:00,2
2019-10-18 08:42:00,2
2019-10-18 08:44:00,1
2019-10-18 08:47:00,1
2019-10-18 11:15:00,1
2019-10-18 11:16:00,1
2019-10-18 11:17:00,1
2019-10-18 11:18:00,1
2019-10-18 11:19:00,1
2019-10-18 11:22:00,1
2019-10-18 11:24:00,1
2019-10-18 11:25:00,1
2019-10-18 11:26:00,1
2019-10-18 11:29:00,1
2019-10-18 11:34:00,2
2019-10-18 11:53:00,1
2019-10-18 12:13:00,1
2019-10-18 12:14:00,1
2019-10-18 12:15:00,2
2019-10-18 12:16:00,2
2019-10-18 12:21:00,1
2019-10-18 12:24:00,1
2019-10-18 12:25:00,1
2019-10-18 12:31:00,1
2019-10-18 12:32:00,1
2019-10-18 12:35:00,1
2019-10-18 12:38:00,1
2019-10-18 12:42:00,1
2019-10-18 12:43:00,1
2019-10-18 12:53:00,1
2019-10-18 12:54:00,1
2019-10-18 12:59:00,1
2019-10-18 13:08:00,1
2019-10-18 13:25:00,1
