70,select distinct parent from DBViewCols where viewname=&&&
2019-10-18 00:08:00,1
2019-10-18 02:46:00,3
2019-10-18 02:47:00,7
2019-10-18 04:15:00,1
2019-10-18 05:49:00,1
2019-10-18 07:51:00,2
2019-10-18 08:03:00,1
2019-10-18 08:05:00,1
2019-10-18 08:06:00,1
2019-10-18 08:08:00,1
2019-10-18 08:11:00,1
2019-10-18 08:14:00,3
2019-10-18 08:15:00,1
2019-10-18 08:17:00,1
2019-10-18 08:28:00,1
2019-10-18 08:53:00,1
2019-10-18 10:06:00,1
2019-10-18 10:07:00,1
2019-10-18 10:57:00,2
2019-10-18 11:16:00,1
2019-10-18 11:19:00,1
2019-10-18 11:21:00,1
2019-10-18 11:46:00,1
2019-10-18 12:58:00,1
2019-10-18 13:03:00,1
2019-10-18 13:08:00,3
2019-10-18 13:18:00,1
2019-10-18 13:19:00,1
2019-10-18 13:21:00,1
2019-10-18 13:47:00,1
2019-10-18 13:49:00,1
2019-10-18 13:55:00,1
2019-10-18 13:58:00,2
2019-10-18 14:33:00,1
2019-10-18 14:46:00,1
2019-10-18 14:47:00,1
2019-10-18 15:06:00,2
2019-10-18 15:25:00,1
2019-10-18 15:32:00,2
2019-10-18 16:07:00,1
2019-10-18 17:29:00,1
2019-10-18 17:32:00,1
2019-10-18 17:59:00,1
2019-10-18 18:53:00,1
2019-10-18 19:01:00,1
2019-10-18 19:06:00,1
2019-10-18 21:29:00,1
2019-10-18 21:38:00,1
2019-10-18 22:04:00,1
2019-10-18 22:05:00,1
2019-10-18 23:07:00,1
2019-10-18 23:43:00,1
2019-10-18 23:44:00,1
