31,select * from Photoz2 where objid=#
2019-07-07 06:22:00,1
2019-07-07 06:35:00,1
2019-07-07 06:39:00,1
2019-07-07 07:08:00,1
2019-07-07 07:18:00,1
2019-07-07 07:31:00,1
2019-07-07 08:15:00,1
2019-07-07 09:02:00,1
2019-07-07 09:23:00,1
2019-07-07 09:27:00,1
2019-07-07 09:31:00,1
2019-07-07 09:49:00,1
2019-07-07 10:08:00,1
2019-07-07 10:18:00,1
2019-07-07 10:36:00,1
2019-07-07 10:43:00,1
2019-07-07 10:45:00,1
2019-07-07 11:14:00,1
2019-07-07 11:16:00,1
2019-07-07 11:23:00,1
2019-07-07 11:32:00,1
2019-07-07 11:33:00,1
2019-07-07 12:39:00,1
2019-07-07 12:58:00,1
2019-07-07 13:46:00,1
2019-07-07 14:23:00,1
2019-07-07 14:53:00,1
2019-07-07 15:04:00,1
2019-07-07 15:08:00,1
2019-07-07 15:15:00,1
2019-07-07 15:22:00,1
