28,select * from SpecLineIndex where specObjId=#
2019-07-07 00:03:00,1
2019-07-07 00:50:00,1
2019-07-07 00:55:00,1
2019-07-07 01:11:00,1
2019-07-07 05:53:00,1
2019-07-07 06:23:00,1
2019-07-07 06:34:00,1
2019-07-07 07:47:00,1
2019-07-07 08:15:00,1
2019-07-07 08:48:00,1
2019-07-07 09:23:00,1
2019-07-07 09:32:00,1
2019-07-07 09:41:00,1
2019-07-07 10:08:00,1
2019-07-07 10:38:00,1
2019-07-07 10:57:00,1
2019-07-07 11:14:00,1
2019-07-07 11:33:00,1
2019-07-07 11:44:00,1
2019-07-07 12:03:00,1
2019-07-07 12:46:00,1
2019-07-07 12:50:00,1
2019-07-07 13:47:00,1
2019-07-07 14:21:00,1
2019-07-07 14:40:00,1
2019-07-07 15:01:00,1
2019-07-07 15:13:00,1
2019-07-07 15:22:00,1
