34,select * from SpecLine where specObjId=#
2019-07-07 00:03:00,1
2019-07-07 00:49:00,1
2019-07-07 00:56:00,1
2019-07-07 05:02:00,1
2019-07-07 06:03:00,1
2019-07-07 06:13:00,1
2019-07-07 06:36:00,1
2019-07-07 07:08:00,1
2019-07-07 07:29:00,1
2019-07-07 07:47:00,1
2019-07-07 08:17:00,1
2019-07-07 08:23:00,1
2019-07-07 08:47:00,1
2019-07-07 09:03:00,1
2019-07-07 09:21:00,1
2019-07-07 09:43:00,1
2019-07-07 09:49:00,1
2019-07-07 10:08:00,1
2019-07-07 10:37:00,1
2019-07-07 10:47:00,1
2019-07-07 10:56:00,1
2019-07-07 11:23:00,1
2019-07-07 11:44:00,1
2019-07-07 11:53:00,1
2019-07-07 12:03:00,1
2019-07-07 12:38:00,1
2019-07-07 12:52:00,1
2019-07-07 13:27:00,1
2019-07-07 13:36:00,1
2019-07-07 13:46:00,1
2019-07-07 14:21:00,1
2019-07-07 14:22:00,1
2019-07-07 15:21:00,1
2019-07-07 23:57:00,1
