34,select * from ELRedshift where specObjId=#
2019-07-07 00:03:00,1
2019-07-07 00:50:00,1
2019-07-07 01:18:00,1
2019-07-07 01:27:00,1
2019-07-07 03:31:00,1
2019-07-07 05:03:00,1
2019-07-07 05:43:00,1
2019-07-07 06:20:00,1
2019-07-07 07:18:00,1
2019-07-07 07:29:00,1
2019-07-07 08:15:00,1
2019-07-07 08:22:00,1
2019-07-07 09:02:00,1
2019-07-07 09:22:00,1
2019-07-07 09:33:00,1
2019-07-07 09:49:00,1
2019-07-07 10:08:00,1
2019-07-07 10:28:00,1
2019-07-07 10:38:00,1
2019-07-07 10:49:00,1
2019-07-07 10:57:00,1
2019-07-07 11:08:00,1
2019-07-07 11:14:00,1
2019-07-07 11:23:00,1
2019-07-07 11:42:00,1
2019-07-07 12:03:00,1
2019-07-07 12:32:00,1
2019-07-07 12:39:00,1
2019-07-07 13:36:00,1
2019-07-07 13:48:00,1
2019-07-07 14:22:00,1
2019-07-07 15:01:00,1
2019-07-07 15:20:00,1
2019-07-07 18:35:00,1
