27,"select or (#,#)=(select*from(select name_const(CHAR(#,#,#,#,#,#,#,#,#),#),name_const(CHAR(#,#,#,#,#,#,#,#,#),#))a) -- and #=#"
2019-07-07 01:40:00,1
2019-07-07 02:13:00,1
2019-07-07 02:48:00,1
2019-07-07 06:25:00,1
2019-07-07 07:39:00,1
2019-07-07 08:15:00,1
2019-07-07 08:50:00,1
2019-07-07 09:30:00,1
2019-07-07 10:40:00,1
2019-07-07 11:50:00,1
2019-07-07 12:02:00,1
2019-07-07 12:42:00,1
2019-07-07 13:07:00,1
2019-07-07 13:16:00,1
2019-07-07 13:32:00,1
2019-07-07 13:40:00,1
2019-07-07 13:48:00,1
2019-07-07 14:02:00,1
2019-07-07 14:09:00,1
2019-07-07 14:23:00,1
2019-07-07 17:50:00,1
2019-07-07 18:26:00,1
2019-07-07 20:39:00,1
2019-07-07 21:13:00,1
2019-07-07 21:48:00,1
2019-07-07 23:22:00,1
2019-07-07 23:53:00,1
