119,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-28 00:00:00,1
2019-04-28 00:02:00,1
2019-04-28 00:04:00,3
2019-04-28 00:06:00,1
2019-04-28 00:07:00,1
2019-04-28 00:09:00,4
2019-04-28 00:11:00,2
2019-04-28 00:13:00,2
2019-04-28 00:14:00,1
2019-04-28 00:15:00,1
2019-04-28 00:16:00,2
2019-04-28 00:18:00,1
2019-04-28 00:19:00,2
2019-04-28 00:20:00,1
2019-04-28 00:21:00,1
2019-04-28 00:22:00,1
2019-04-28 00:23:00,2
2019-04-28 00:27:00,7
2019-04-28 00:31:00,1
2019-04-28 00:32:00,1
2019-04-28 00:35:00,1
2019-04-28 00:41:00,1
2019-04-28 00:42:00,1
2019-04-28 00:43:00,1
2019-04-28 00:44:00,1
2019-04-28 00:45:00,2
2019-04-28 00:46:00,1
2019-04-28 00:47:00,1
2019-04-28 00:49:00,3
2019-04-28 00:50:00,1
2019-04-28 00:51:00,2
2019-04-28 00:55:00,1
2019-04-28 00:57:00,2
2019-04-28 00:58:00,1
2019-04-28 00:59:00,1
2019-04-28 01:00:00,2
2019-04-28 01:02:00,1
2019-04-28 01:03:00,1
2019-04-28 01:04:00,1
2019-04-28 01:05:00,2
2019-04-28 01:06:00,1
2019-04-28 01:08:00,6
2019-04-28 01:13:00,2
2019-04-28 01:14:00,1
2019-04-28 01:19:00,1
2019-04-28 01:25:00,1
2019-04-28 01:26:00,1
2019-04-28 01:27:00,2
2019-04-28 01:28:00,1
2019-04-28 01:31:00,2
2019-04-28 01:35:00,3
2019-04-28 01:37:00,3
2019-04-28 01:39:00,1
2019-04-28 01:44:00,2
2019-04-28 01:45:00,1
2019-04-28 01:48:00,1
2019-04-28 01:52:00,3
2019-04-28 01:54:00,2
2019-04-28 02:43:00,1
2019-04-28 02:44:00,1
2019-04-28 02:49:00,1
2019-04-28 02:55:00,1
2019-04-28 02:58:00,1
2019-04-28 03:01:00,1
2019-04-28 03:04:00,1
2019-04-28 03:11:00,2
2019-04-28 03:12:00,1
2019-04-28 03:13:00,2
2019-04-28 03:15:00,1
2019-04-28 03:16:00,1
2019-04-28 03:17:00,1
2019-04-28 03:18:00,2
2019-04-28 03:19:00,1
2019-04-28 03:20:00,1
2019-04-28 03:22:00,2
2019-04-28 03:23:00,1
